#reqid,ra,dec,startjd,endjd,exitcode,lightcurve
72047,282.219660755,21.3553179815,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72047/cksumf54ba39c916ea0899dfa6f3bc4592f3c/forcedphotometry_req00072047_lc.txt
72048,191.1699854,-1.6536125,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72048/cksumb59757d26df249c4ad496f8afe50f26a/forcedphotometry_req00072048_lc.txt
72049,189.701986198,5.78036448828,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72049/cksum27ccd3b5a2482d56e5e91a1338cff77c/forcedphotometry_req00072049_lc.txt
72050,225.289102097,35.5079338656,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72050/cksum3d8ab92d9198de63cd95f6338a61dc3f/forcedphotometry_req00072050_lc.txt
72051,208.371329602,40.2753834446,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72051/cksum9256622afea62622669d9b46170c6934/forcedphotometry_req00072051_lc.txt
72052,248.888902412,62.1402437208,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72052/cksuma52d962217b4f6c6d7e84463d5a82a17/forcedphotometry_req00072052_lc.txt
72053,185.733955779,15.8261281575,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72053/cksum51d8ef33c502f9f292530a9eae7569ff/forcedphotometry_req00072053_lc.txt
72054,195.480428122,22.7712913541,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72054/cksumd7299da6780b02d1be01e3f53ebcaa66/forcedphotometry_req00072054_lc.txt
72055,213.521998967,13.920044039,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72055/cksum1db7810c3a0ecb177c66ff231e9012b3/forcedphotometry_req00072055_lc.txt
72056,277.620978622,74.1210481382,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72056/cksum01561e6773ba7cc7dee40ff943462a13/forcedphotometry_req00072056_lc.txt
72057,256.381946032,12.5684029906,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72057/cksum61256dcd3d053595c722979c07106655/forcedphotometry_req00072057_lc.txt
72058,195.955634555,38.289156155,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72058/cksum2faa9d82c2d27e18f5213b4154189975/forcedphotometry_req00072058_lc.txt
72059,186.419026464,44.7468812146,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72059/cksum4aa29c9079ed0e8b413a4745109d6622/forcedphotometry_req00072059_lc.txt
72060,190.118008742,-23.1573656316,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72060/cksum76b524e66a5081d4a79ea12efec3383e/forcedphotometry_req00072060_lc.txt
72061,296.460692288,-6.31278441973,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72061/cksum5c46abee240df6dc4e24c7922d0cc94a/forcedphotometry_req00072061_lc.txt
72062,313.635982531,-5.75695574169,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72062/cksum747a28c0e527835922dad978a52c8bf4/forcedphotometry_req00072062_lc.txt
72063,317.702794807,4.34554500738,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72063/cksum81e8a471b9d79956edf5c401a7ed6709/forcedphotometry_req00072063_lc.txt
72064,316.533812997,14.9816393886,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72064/cksum9d4495df5b2041e72482bb72f60791c2/forcedphotometry_req00072064_lc.txt
72065,335.310221993,38.920647987,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72065/cksum7080b71d26a75c3af23ca83dcde58e01/forcedphotometry_req00072065_lc.txt
72066,331.398397219,26.5411875844,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72066/cksume30f4562ece5b23bf294f2f078da01b0/forcedphotometry_req00072066_lc.txt
72067,117.871518442,10.2189519664,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72067/cksum221fad275c1991e35154eb6592c8917a/forcedphotometry_req00072067_lc.txt
72068,108.442201717,32.5471847155,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72068/cksumd3e2c5154a4a79ac54d5b7d55a7c3dad/forcedphotometry_req00072068_lc.txt
72069,153.244749277,-26.825981346,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72069/cksum7c6e1ac9df240dbd205f76069230856a/forcedphotometry_req00072069_lc.txt
72070,168.735780239,19.8331974755,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72070/cksum6835d17a799c5bc0cd8fb77b25a33dc1/forcedphotometry_req00072070_lc.txt
72071,143.69870936,10.2869516974,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72071/cksumdb729162b01e9add7866c8e8a1553996/forcedphotometry_req00072071_lc.txt
72072,173.057275602,7.11388268505,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72072/cksume1c44e4e941252cd537fe64e971c96cc/forcedphotometry_req00072072_lc.txt
72073,172.42751018,24.6402134327,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72073/cksumbbeb567934f527f40c99ffe42a50c9be/forcedphotometry_req00072073_lc.txt
72074,175.383448434,29.9833840524,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72074/cksum5ac76e51fa2fe3e13fa3f69c4a68fb90/forcedphotometry_req00072074_lc.txt
72075,258.608453373,19.8109453005,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72075/cksumff210bfda2f938441cfb5ad76c6fb05e/forcedphotometry_req00072075_lc.txt
72076,273.203581033,14.233742661,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72076/cksum295ab32fdcf622d66d42066b93eaf029/forcedphotometry_req00072076_lc.txt
72077,325.724272457,-0.296249014939,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72077/cksumbbc434eca51e5b3523da9bf92653844a/forcedphotometry_req00072077_lc.txt
72078,319.108301479,-12.0949225153,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72078/cksumb4a25735d4b4b277c5413c890d354f74/forcedphotometry_req00072078_lc.txt
72079,118.956596132,45.6845939714,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72079/cksum9dda3c37d590d738d057c544b088e6b4/forcedphotometry_req00072079_lc.txt
72080,138.330022934,4.11767431784,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72080/cksum9e2771a5bc4c27f30992da72c6a3cb78/forcedphotometry_req00072080_lc.txt
72081,174.680760325,66.9946839443,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72081/cksumdcaecd33c5bec82535c0c561cbd29a93/forcedphotometry_req00072081_lc.txt
72082,192.179760455,79.4769738627,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72082/cksum00b7eeffe82df5bfcfeb770701d9333e/forcedphotometry_req00072082_lc.txt
72083,175.384438076,22.5673398196,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72083/cksumbb1bfd93f7b398aa85dc11a3e087bccf/forcedphotometry_req00072083_lc.txt
72084,158.019670356,46.9176735593,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72084/cksum48a5ef1744e1db2fd62f944f9286cba8/forcedphotometry_req00072084_lc.txt
72085,213.048424806,40.0986301286,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72085/cksume404c6a6481a519b87578dd94fbb31e6/forcedphotometry_req00072085_lc.txt
72086,200.078994127,8.1803992958,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72086/cksum1b5357c5b213d4c56fe89cf3d32b4030/forcedphotometry_req00072086_lc.txt
72087,210.762694577,24.9247612724,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72087/cksum199b066aed7c1fa8d233d58ea916562d/forcedphotometry_req00072087_lc.txt
72088,212.119109696,29.2697727041,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72088/cksum0b45e0214caab25b8ce600912c649cfa/forcedphotometry_req00072088_lc.txt
72089,202.189096487,6.69873254328,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72089/cksumf25d67c1904f707ec15d96bcaf53e65c/forcedphotometry_req00072089_lc.txt
72090,202.75526827,34.1534989253,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72090/cksum9349f88968d0a0e74e76117d30e3ade1/forcedphotometry_req00072090_lc.txt
72091,230.490858469,28.6888478203,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72091/cksumcc237aec8433e06d2af9376454e5722d/forcedphotometry_req00072091_lc.txt
72092,229.033180946,15.4585798403,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72092/cksum5205999fac2589db5ca9499deaf6acfb/forcedphotometry_req00072092_lc.txt
72093,218.128472719,8.54073461627,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72093/cksumd77d84ef5700a28327273b28fb6f4cb8/forcedphotometry_req00072093_lc.txt
72094,199.758751108,45.0262830381,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72094/cksumcea648a825d2e311b7d9f645fcaa287f/forcedphotometry_req00072094_lc.txt
72095,292.966785234,39.1906904046,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72095/cksum125f6c3e3a8abc199c89133314eadc4f/forcedphotometry_req00072095_lc.txt
72096,259.512213661,14.755236073,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72096/cksum5f8ac092f5ef2c75e38da9b50c39961b/forcedphotometry_req00072096_lc.txt
72097,201.955101593,27.7295020753,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72097/cksumfc2a87e7407255a714986a25c8e9bea3/forcedphotometry_req00072097_lc.txt
72098,181.004266619,65.0963258618,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72098/cksum9106704ac83a30664857c57f61af8989/forcedphotometry_req00072098_lc.txt
72099,223.707765782,5.59635526021,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72099/cksum2ce1c0ab5ef995d80909466eb97b5412/forcedphotometry_req00072099_lc.txt
72100,237.848676881,61.0801342662,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72100/cksum077665a42020981c3bcf75ccd40dbe68/forcedphotometry_req00072100_lc.txt
72101,258.496635101,3.49239551335,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72101/cksum0106c9a51c2a462da7852a0b5a066c9f/forcedphotometry_req00072101_lc.txt
72102,240.27766322,49.0097467966,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72102/cksumbe4516a580e9c5a431c07d537b07511e/forcedphotometry_req00072102_lc.txt
72103,268.53297026,23.5402192068,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72103/cksum0f13382d00b7d766d6c6902149c6a1d7/forcedphotometry_req00072103_lc.txt
72104,266.954342474,18.6869571149,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72104/cksum2c39d305ed2dfc268c0a92e9b63a111c/forcedphotometry_req00072104_lc.txt
72105,270.124783579,50.2953633588,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72105/cksumdf1ca1da5870ec86c0017dc858528745/forcedphotometry_req00072105_lc.txt
72106,204.054235059,38.3550455541,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72106/cksuma0f7cf4c1b27b1828d19f7ad82b9cffb/forcedphotometry_req00072106_lc.txt
72107,235.197753693,68.5309423759,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72107/cksumd6468bae6825b19b889dd569de641721/forcedphotometry_req00072107_lc.txt
72108,253.116375711,45.1858459602,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72108/cksum21592bfa540de21508090ea9f8c6b669/forcedphotometry_req00072108_lc.txt
72109,154.021194462,60.4215816293,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72109/cksum19e3635d226c8b450fc13dc09a94fb6a/forcedphotometry_req00072109_lc.txt
72110,154.758667659,38.3739655975,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72110/cksumd399c42305eb7b7b0ec8f617b9b96ecf/forcedphotometry_req00072110_lc.txt
72111,246.64114994,31.3729698703,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72111/cksum5a4f0aa2b7c5778a4a6405143b4e12bc/forcedphotometry_req00072111_lc.txt
72112,256.820785059,40.4660639663,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72112/cksum763b6c2a2754d3328472b055ad00550c/forcedphotometry_req00072112_lc.txt
72113,192.975196013,76.1620952264,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72113/cksumb5bf3ea09f8093f23bcc6b64e00a66db/forcedphotometry_req00072113_lc.txt
72114,243.705600546,-11.9279349812,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72114/cksum9a4223693f23df31d9bb72337f79535c/forcedphotometry_req00072114_lc.txt
72115,231.916530799,-19.8128204842,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72115/cksum4b129ee573c4e36a6127f1d022fc791f/forcedphotometry_req00072115_lc.txt
72116,267.628339053,77.4838545156,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72116/cksum09f06abc340a3b0e68de3351326d4e69/forcedphotometry_req00072116_lc.txt
72117,250.631249765,78.933796806,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72117/cksum4c40e7ccb83c87cb5c025bfa42061791/forcedphotometry_req00072117_lc.txt
72118,267.713949465,10.9457755799,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72118/cksum449b3f487fd2451958b1a1b7f8e53600/forcedphotometry_req00072118_lc.txt
72119,243.739460631,55.1741941966,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72119/cksumd99af60adc21e8f133f07dd03af358a1/forcedphotometry_req00072119_lc.txt
72120,306.470151906,3.14129370949,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72120/cksumd59316fa108054a09b693c8b199b7809/forcedphotometry_req00072120_lc.txt
72121,307.420486577,2.38543202401,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72121/cksumecea46869f7daa9219d07458ffaf98c3/forcedphotometry_req00072121_lc.txt
72122,318.628275682,7.82822871527,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72122/cksumd756846b2c59ef8b6336c16a293b908c/forcedphotometry_req00072122_lc.txt
72123,265.856227109,30.3564222301,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72123/cksumfa4c2696c8295086a90874000fff930e/forcedphotometry_req00072123_lc.txt
72124,294.937643681,-13.3595194683,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72124/cksum686dd906f99683421702ba5de4856ad0/forcedphotometry_req00072124_lc.txt
72125,293.012984932,-12.5594696948,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72125/cksum7b309d01979192038a94a492303b194e/forcedphotometry_req00072125_lc.txt
72126,293.544719933,-2.99546312837,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72126/cksum32a5f46f05ae619d5b85dcff83a7cd6f/forcedphotometry_req00072126_lc.txt
72127,291.735485116,-12.4231201236,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72127/cksum0c15139a5439390a82f10c33bfff2adf/forcedphotometry_req00072127_lc.txt
72128,313.376561126,20.491887405,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72128/cksumb91f02abdd0f24f336466e37ad86f300/forcedphotometry_req00072128_lc.txt
72129,308.818006605,22.3152975932,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72129/cksum6022d840909238e8eac1338364cf25d3/forcedphotometry_req00072129_lc.txt
72130,159.767859765,39.9722545978,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72130/cksumda09e47543b6000846efc2353cb0d3c8/forcedphotometry_req00072130_lc.txt
72131,159.136128457,45.2796251474,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72131/cksumb6d3a1b72f2f8e1557a44fb4da68c591/forcedphotometry_req00072131_lc.txt
72132,252.622087781,35.211434542,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72132/cksumc66959f2480e160036e131e2229213d5/forcedphotometry_req00072132_lc.txt
72133,299.507841062,60.100278393,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72133/cksum9ddf12fcadfab70639ca4ce96c59c712/forcedphotometry_req00072133_lc.txt
72134,296.192189445,44.7136494753,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72134/cksum4cd7c34ef49b31639e87954644f7dadc/forcedphotometry_req00072134_lc.txt
72135,175.501285559,26.9145895881,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72135/cksumfeded5be34b06beba9940637d42e09bf/forcedphotometry_req00072135_lc.txt
72136,272.433438045,44.181077969,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72136/cksum3a94024f25e8b4c06dc0f1928fcaf727/forcedphotometry_req00072136_lc.txt
72137,315.828043236,31.9885076223,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72137/cksum15db8610b4bd0d84f67b6a3f6e578040/forcedphotometry_req00072137_lc.txt
72138,313.357193934,27.2954035607,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72138/cksum5bcac306520e98b7311f7a22d9b710b7/forcedphotometry_req00072138_lc.txt
72139,257.278557192,26.8557001135,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72139/cksuma7ed5ad3237337550d7bffaa87a4e313/forcedphotometry_req00072139_lc.txt
72140,283.692795946,55.1724353016,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72140/cksum6860e0a54ad7d77b5ada0ad254b112cd/forcedphotometry_req00072140_lc.txt
72141,249.451070759,25.7894729158,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72141/cksum02e7375c08d63b853d6ba9479c68cc66/forcedphotometry_req00072141_lc.txt
72142,248.016551651,42.5117049375,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72142/cksume2d1667830d1d17b5cc2dcfa0d09ff5b/forcedphotometry_req00072142_lc.txt
72143,230.36050127,37.4546064359,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72143/cksumed163dda42f08664bc82100fd01e991a/forcedphotometry_req00072143_lc.txt
72144,160.952619338,18.4705907565,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72144/cksum641a3d7d362ec0f7418e77da697ffac4/forcedphotometry_req00072144_lc.txt
72145,173.349937018,55.0710911003,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72145/cksum49d47b2b25790ded5a1d3975c6ec6440/forcedphotometry_req00072145_lc.txt
72146,265.073458292,17.694189091,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72146/cksum96db5a13ff76f66a391cd100e095161f/forcedphotometry_req00072146_lc.txt
72147,186.753676755,62.1638371958,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72147/cksum07073ced6e8c392941158165c54e1f50/forcedphotometry_req00072147_lc.txt
72148,187.990562009,35.8538197803,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72148/cksum70afd6862ce99f9d9097d4b6c79a4611/forcedphotometry_req00072148_lc.txt
72149,187.390842203,35.7700458775,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72149/cksum6ab2656170fed4fb86303e60e69ffaae/forcedphotometry_req00072149_lc.txt
72150,174.06574431,49.153487116,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72150/cksum166d8216bfb8643f9031327c272bf4ea/forcedphotometry_req00072150_lc.txt
72151,215.32182284,35.5088259361,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72151/cksum4a94af94d498e30190a089995d963191/forcedphotometry_req00072151_lc.txt
72152,321.731536649,20.1406518125,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72152/cksumee95c33d1a5f4919f17ed18f67716713/forcedphotometry_req00072152_lc.txt
72153,212.867026784,43.9808603821,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72153/cksum2ddbe5c01788cb8762f1668c28866052/forcedphotometry_req00072153_lc.txt
72154,205.810263554,26.0153936752,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72154/cksum3cb449ecd75006065fd46ba1f39723f1/forcedphotometry_req00072154_lc.txt
72155,194.767966307,19.1184129234,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72155/cksum89b4c9b62c109be408701dbcdc38a672/forcedphotometry_req00072155_lc.txt
72156,199.890876785,10.3009410693,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72156/cksum5b2d019d081148e525fb6363cafeaa09/forcedphotometry_req00072156_lc.txt
72157,219.543457552,10.134803673,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72157/cksumab07ad69ce7a018e4113e311c8a6186e/forcedphotometry_req00072157_lc.txt
72158,247.208901498,39.8343340483,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72158/cksum959a5b48c685eada6902e122e622186e/forcedphotometry_req00072158_lc.txt
72159,189.898186871,45.3771673993,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72159/cksumf6e84a266d4b75cf8542407835790635/forcedphotometry_req00072159_lc.txt
72160,215.930163868,28.3477502047,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72160/cksum5b2855e4b9d60f5da579e813a3a01917/forcedphotometry_req00072160_lc.txt
72161,213.257749209,22.7772915924,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72161/cksum1a38e5787dbed11064e73c7c987ac4e6/forcedphotometry_req00072161_lc.txt
72162,189.671554397,16.482869181,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72162/cksum3644f0c81d166728a7dc0775ab3998ad/forcedphotometry_req00072162_lc.txt
72163,213.315699589,43.2690063133,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72163/cksum157e413de30bcf0c7c2f7658de574442/forcedphotometry_req00072163_lc.txt
72164,239.426072617,27.0031660095,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72164/cksum03b9574489106f40cbeb97594d365c2b/forcedphotometry_req00072164_lc.txt
72165,22.7937422532,43.6226044288,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72165/cksume5cc34ebd8693168735d1ed00c6dbcd3/forcedphotometry_req00072165_lc.txt
72166,19.6727417209,43.4337299684,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72166/cksum8f066b9a71965df99651edd164a09e86/forcedphotometry_req00072166_lc.txt
72167,234.450252151,34.9212944456,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72167/cksum16488d2240a0d59082c60bafc87e8e4f/forcedphotometry_req00072167_lc.txt
72168,232.930761376,16.7136981718,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72168/cksum4d7ad5c6e2a9361954592524be31094d/forcedphotometry_req00072168_lc.txt
72169,219.641665497,50.087237825,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72169/cksumaf5aea69525e58ccb63efc31d0b4604c/forcedphotometry_req00072169_lc.txt
72170,268.065254858,47.2678005743,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72170/cksum6938e56aaea320ad5e1ead166f5e5438/forcedphotometry_req00072170_lc.txt
72171,262.972684235,17.8881445132,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72171/cksum906322ae5038824d69a1dd0534b6a833/forcedphotometry_req00072171_lc.txt
72172,277.424849488,26.4783433683,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72172/cksumbfe8991bc8466eb77ac1bb7e83601cfd/forcedphotometry_req00072172_lc.txt
72173,253.173029423,11.3814022902,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72173/cksum2dd363d20e8c76ddf0e795961fb79dc4/forcedphotometry_req00072173_lc.txt
72174,191.958632048,41.8572753288,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72174/cksum54f9b1dc0e68bbd99c1b630fb766a26e/forcedphotometry_req00072174_lc.txt
72175,260.18246681,14.0446109402,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72175/cksumbacbc8d95fc9f0b42382e7525c3f71e7/forcedphotometry_req00072175_lc.txt
72176,227.491424316,14.5181381653,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72176/cksumef1ee72d03f3a971b9d34b3833307955/forcedphotometry_req00072176_lc.txt
72177,259.18473343,-18.743646083,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72177/cksum0eeb053ad7f5b5cd514c7995413441a2/forcedphotometry_req00072177_lc.txt
72178,167.674095355,11.4342988273,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72178/cksumff6c3d79e693e41eadb3f21b922a05b0/forcedphotometry_req00072178_lc.txt
72179,154.973536708,22.1051550938,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72179/cksum270fb0458c3dd52d822b80bb7b4ac46d/forcedphotometry_req00072179_lc.txt
72180,168.395479912,2.25731445428,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72180/cksum757905515dceaa14c168c79df2f63028/forcedphotometry_req00072180_lc.txt
72181,148.741776152,37.3828436719,2458194.5,2459523.5,0,/ztf/ops/forcedphot/lc/0/72/req72181/cksume32f7c2803a741a6e3fda6a89625e0f1/forcedphotometry_req00072181_lc.txt
72182,155.834350139,41.3948765662,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72182/cksum8eeab25dbc0ce83367ed440d07a17f40/forcedphotometry_req00072182_lc.txt
72183,189.845160747,-4.86763654858,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72183/cksumc584661b9a42ed48098fe3e7da787b1b/forcedphotometry_req00072183_lc.txt
72184,189.491420844,6.62471252638,2458194.5,2459523.5,61,/ztf/ops/forcedphot/lc/0/72/req72184/cksum1c29a9f9f1fa56b7844be2ab041fd366/forcedphotometry_req00072184_lc.txt
72185,154.846897129,44.4085547304,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72185/cksum3fa057c63684bd0db2234ed79bb4722a/forcedphotometry_req00072185_lc.txt
72186,156.8455373,53.2009723526,2458194.5,2459523.5,57,/ztf/ops/forcedphot/lc/0/72/req72186/cksumc31457df48a1449ca3bae1f22557a1d0/forcedphotometry_req00072186_lc.txt
72187,193.238048555,-13.036803059,2458194.5,2459523.5,56,/ztf/ops/forcedphot/lc/0/72/req72187/cksumc2293ab40bd3f8903d6f106203cfb5c8/forcedphotometry_req00072187_lc.txt
