ZTF-name,RA,DEC
ZTF18abkudjo,227.06062696799998,34.8683366679
ZTF18abiybfq,293.030200613,0.37884538587300004
ZTF18abjsrdz,301.95124811799997,13.286465909
ZTF18abjsybd,299.809249822,51.01998096689999
ZTF18abktleu,7.384711273139999,50.4317239515
ZTF18ablfqxm,356.949099633,53.2305545574
ZTF18aaoxryq,248.84392837400003,22.4683673833
ZTF18abffsqq,208.06133146099998,11.503285851900001
ZTF18abjndhh,173.179284331,62.432755273699996
ZTF18abjovdz,313.829405426,0.538504846507
ZTF18abkxfou,299.580152115,43.0078774913
ZTF18abllrvn,272.3710974,26.8457468
ZTF18abjsjyx,280.640444436,12.1575262349
ZTF18abklbam,217.829610006,21.2902106895
ZTF18abkmowi,197.372361596,68.54584689720001
ZTF18ablmflp,211.09651338700002,60.0244539475
ZTF18aasprui,243.64086012099997,36.9433781045
ZTF18abktphg,340.261727503,20.7255353587
ZTF18aasvias,188.60092546,37.2549487007
ZTF18abixgny,178.23101819099998,44.451932990799996
ZTF18aauuohe,207.51281742,27.2779363683
ZTF18ablqdru,216.038754742,12.2584860655
ZTF18ablqehq,185.11583436900003,41.792897980300005
ZTF18abkjnqy,233.950587773,21.738833111399998
ZTF18ablqlzp,234.13329160700002,41.799868176
ZTF18abjyime,237.776391563,8.97548659978
ZTF18ablhvfr,235.046158045,61.530012783500005
ZTF18ablqqqp,253.130124615,23.383503283299998
ZTF18ablrljh,248.84388345099998,22.468437313699997
ZTF18aayltmt,252.090978533,14.9545239455
ZTF18ablllyw,262.519251706,79.83860244739999
ZTF18ablsaka,333.21829108,46.854223554700006
ZTF18abklaoj,223.384577778,3.07049727745
ZTF18abklarx,229.26054103,3.94408560691
ZTF18abltaxf,223.654676547,69.6484451353
ZTF18abgkjff,227.668679472,8.574309454089999
ZTF18abltdkd,243.586197785,3.23196965726
ZTF18ablovbj,356.783725495,30.8435120754
ZTF18ablvazp,0.525648880336,49.4351290942
ZTF18ablwrch,261.197620772,-17.8736348578
ZTF18ablerlf,302.967408937,13.873030626099998
ZTF18ablgqyq,320.117032132,31.1860530127
ZTF18ablgnrw,331.868022318,23.1405276597
ZTF18ablqjul,226.913061134,38.2136404748
ZTF18ablongw,262.678160488,62.8310995105
ZTF18abltfho,256.184735816,38.2355605312
ZTF18abltdfj,246.302127405,40.8402855259
ZTF18ablqkud,249.416565552,25.3209119477
ZTF18ablrlog,273.889228005,24.3430949397
ZTF18abmbdbg,262.854805931,20.1351140592
ZTF18ablwhde,331.340872705,16.7215011631
ZTF18abjrbza,310.479129105,64.214627393
ZTF18ablpmiy,317.024091307,34.4069731452
ZTF18ablvxkh,316.502838035,29.1655509939
ZTF18abmefij,305.126160615,7.57437742352
ZTF18abmfpyr,282.26839267099996,14.845819931900001
ZTF18ablusuz,286.624456547,-8.63339664371
ZTF18abjstcm,284.718774162,69.0135303129
ZTF18ablwtkf,279.46608827,51.838005199399994
ZTF18ablrlbm,253.214285105,17.447487120799998
ZTF18abmkaps,254.616769646,11.4766381308
ZTF18abmmdif,270.146652658,61.6977272221
ZTF18abmdpwe,275.659069401,15.696558673399998
ZTF18abmdoni,270.402747625,12.0931254903
ZTF18abmeehs,306.934960863,20.153943323
ZTF18abfdupq,297.70100083799997,64.9229714248
ZTF18abmrhom,325.047101472,21.558379725100004
ZTF18abmasep,317.403229759,33.4832077228
ZTF18ablwgop,338.397313429,41.7831972746
ZTF18abmjvuf,230.309823263,30.6365935464
ZTF18abbxisr,274.42904453299997,27.1275532842
ZTF18abmiwau,285.338904298,47.2842787678
ZTF18abmjyvo,244.934234094,50.5518760016
ZTF18abmxfrc,252.753436927,25.875974372199998
ZTF18abmxahs,257.54655407900003,21.6490607141
ZTF18abmxatl,267.997694514,17.4955033826
ZTF18ablvxdg,319.785567238,9.34421078682
ZTF18abmmkaz,273.827229214,29.9107396516
ZTF18abmnooc,346.023882619,47.3697498454
ZTF18abmogag,13.3042153978,20.7146919407
ZTF18aamxzjx,229.840231872,59.1399027514
ZTF18ablqhqx,206.727486756,32.4428974992
ZTF18abncdhd,349.215924609,41.059299409699996
ZTF18abnonwz,195.3026625,39.75643529999999
ZTF18abntsgz,328.652091429,18.1155459065
ZTF18abjdnoh,283.266082518,27.8410920418
ZTF18abmxdhb,251.37428617700002,65.238986664
ZTF18abnvjws,261.147799102,45.33742366600001
ZTF18abmxmsv,282.079534056,30.6070213688
ZTF18abnxhmc,329.757565123,11.1036545765
ZTF18aboabxv,228.280135099,41.2697547797
ZTF18abnbxsy,281.454120743,22.5009235985
ZTF18abmoung,225.93801486,61.5679143488
ZTF18aarvcmx,243.69574897099997,43.305224965
ZTF18abobkii,243.695749274,43.3052488155
ZTF18abmlyil,278.952066125,24.4908195585
ZTF18abobvym,302.839034181,15.3288511675
ZTF18abnurff,354.348260832,51.520294922
ZTF18abnzocn,41.0296486014,37.5243241199
ZTF18aboinda,203.762924363,50.2934467692
ZTF18abnoonq,273.154670656,15.9148030747
ZTF18abmqrwk,300.010335907,14.942430613199999
ZTF18abokpvh,274.030920257,70.0179126109
ZTF18abojpnr,297.487180027,59.592773621099994
ZTF17aaawgkc,300.327065284,48.3726083229
ZTF18abnuark,320.226931105,38.9607461108
ZTF18abolqrn,9.57132056964,-1.5972132938299999
ZTF18abnuzzt,11.3160632876,42.1742310507
ZTF18abokyfk,2.3606259328599997,47.3540833722
ZTF18abnvuya,275.658565071,12.4382559636
ZTF18abnygkb,328.50006501,8.11466308687
ZTF18abnyktn,308.746853025,24.6057503925
ZTF18ablwafp,313.654784972,22.081046928200003
ZTF18abnnnzk,359.79923471300003,2.1138982678200002
ZTF18abncimo,336.903334684,22.8953114327
ZTF18abnzlai,7.37542176219,27.1842892915
ZTF18abosqbk,8.58756070964,9.6731239838
ZTF18abpaywm,277.889360142,49.8161120547
ZTF18aboztku,243.42316690400003,10.6585835823
ZTF18abmjvpb,239.548682175,19.7651914201
ZTF18abpamut,234.51252880099997,51.360379629099995
ZTF18aboerpp,103.95639708600001,40.0003100916
ZTF18aadnqwz,99.0046413157,50.7043132638
ZTF18abpmmpo,251.97746380200002,42.9688063845
ZTF18abojrnv,292.272267477,37.357777686999995
ZTF18abpmwlt,297.779111077,12.8474105402
ZTF18abpmwfx,300.906701748,11.8830337914
ZTF18abojong,299.96420292700003,6.27667175361
ZTF18abpoynt,12.007698399999999,-1.3731056000000001
ZTF17aaaobyl,93.834882904,48.4868110774
ZTF18abpttky,258.560385683,36.458872645599996
ZTF18aboqykf,296.420627119,66.5082763508
ZTF18abptzkg,317.23500645900003,34.6513627933
ZTF18abnuhuy,324.06379771900004,20.0353443741
ZTF18abqbuaj,20.2536302404,-13.8629255284
ZTF18abqjurg,227.01758882200002,37.2515153087
ZTF18abqjvyl,225.26533501400002,44.1565936469
ZTF18abqlpgq,340.10277673400003,16.1907876956
ZTF18abqqegi,18.134257629300002,10.0943909987
ZTF18abqkfvr,274.64619234400004,58.0508239662
ZTF18abrlljc,253.184106027,70.0882355721
ZTF18abrnttt,302.621920651,-14.7434271808
ZTF18abdiasx,336.701940676,35.5186260296
ZTF18abrqedj,103.089397845,27.470738414699998
ZTF18abrqfjs,116.927567596,41.3170054783
ZTF18abqdadp,241.76258655900003,15.595789326300002
ZTF18abqcsdq,290.42121276,-10.3634326864
ZTF18abrwwzs,285.43442688,22.1332887975
ZTF18abrwuou,237.84499210200002,68.7700590775
ZTF18abomklq,356.11441509400004,5.66366026555
ZTF18abryqnn,355.191349423,14.1004587519
ZTF18absayvp,243.64086036400002,36.9433769835
ZTF18absanfq,320.77310605599996,15.1468149286
ZTF18abmwnov,3.7576686717300003,34.8114423952
ZTF18abnyzcb,359.3745205,33.0610323
ZTF18abosrco,352.471738931,27.378032690500003
ZTF18absdbvf,215.95417563599997,34.102873001
ZTF18aaqwacv,205.03677960099998,65.7181856532
ZTF18absdxpk,238.01370326400001,30.734999966900002
ZTF18absdbpd,209.544107635,54.7342212271
ZTF18absdddn,263.687761335,11.5883526569
ZTF18absewls,267.278733647,8.10273145425
ZTF18abmnrgb,324.721297816,31.737510641
ZTF18abolvoh,343.548829144,5.064097857519999
ZTF18abqyvzy,359.928402335,34.344442572800006
ZTF18aaakpsa,21.885474489099998,19.1788671573
ZTF18aakehpc,206.337596544,53.5611338612
ZTF18abrzeym,264.11273497400003,22.4905786064
ZTF18absdgon,260.957501012,46.3015045644
ZTF18abrxqag,296.274220733,-13.492033413900002
ZTF18abskbng,330.762177898,36.4259309331
ZTF18aboebsg,19.8845529265,-18.173415696
ZTF18abrytwr,46.61164870020001,41.213820074000004
ZTF18absliyc,6.00590330911,-1.22335862313
ZTF18abshmro,36.6971088303,-9.067338747380001
ZTF18absldfl,33.5997574844,30.8119374876
ZTF18abrzcgl,109.45772966,18.464401579100002
ZTF18abrzbum,118.089686065,49.0350260267
