 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 4278 820 16 4 ZTF_g 1638242756315 0 1.8872 109.534 9.14877 26.1605 2.82075e-05 0.0378755 -0.0403906 4.3493e-05 342 30. 0.083083 0.064695 20.0241 26.1605 3 2459392.7427546 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4279 820 16 3 ZTF_g 1638242756215 0 2.0271 164.591 9.22447 26.121 2.27947e-05 0.0329138 -0.0447149 3.7811e-05 301 30. 0.090749 0.066182 19.9168 26.121 3 2459392.7427546 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4280 819 13 4 ZTF_g 1638276315115 0 2.28 118.068 13.2309 26.113 3.80032e-05 0.0394121 -0.0162938 7.02158e-05 266 30. 0.086658 0.064545 19.4562 26.113 3 2459392.7763194 819120151 -0.06540096647 66.835396 -0.001089 0.994080 53.02032704682 114.515457 0.466115 1.078811 null null null null null 2458202.760613 2458233.738958 57
 4281 820 16 4 ZTF_r 1638324216315 0 1.9694 189.435 12.0764 26.0532 2.05544e-05 0.0334996 0.128645 2.81839e-05 381 30. 0.088137 0.070869 19.5503 26.0532 3 2459392.824213 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4282 820 16 3 ZTF_r 1638324216215 0 2.0627 196.034 12.2138 25.9981 2.55254e-05 0.0364408 0.102137 3.72316e-05 342 30. 0.097957 0.076486 19.4416 25.9981 3 2459392.824213 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 4283 819 13 4 ZTF_r 1639203245115 0 1.9235 215.66 7.35162 26.1168 1.42652e-05 0.0268848 0.108325 1.99309e-05 359 30. 0.088995 0.061743 20.3745 26.1168 3 2459393.7032407 819120251 -18.82279477563 33.603256 -0.623100 1.102640 53.92721411027 63.389324 0.856460 1.059121 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 4284 820 16 3 ZTF_r 1639204186215 0 2.096 212.29 6.2478 26.0662 1.32223e-05 0.0259323 0.106612 1.92356e-05 335 30. 0.094342 0.070047 20.2558 26.0662 3 2459393.7041898 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 4285 820 16 4 ZTF_r 1639204186315 0 2.0048 204.995 6.07112 26.1376 1.52181e-05 0.02863 0.121686 2.06421e-05 382 30. 0.081438 0.06555 20.4311 26.1376 3 2459393.7041898 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4286 820 16 3 ZTF_r 1639205136215 0 1.8888 211.755 6.26696 26.0609 1.37148e-05 0.0262815 0.110781 1.99852e-05 334 30. 0.089874 0.066789 20.2916 26.0609 1 2459393.7051389 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 4287 820 16 4 ZTF_r 1639205136315 0 1.697 205.705 6.02771 26.1544 1.58108e-05 0.0290712 0.120126 2.14064e-05 382 30. 0.078856 0.066715 20.5098 26.1544 1 2459393.7051389 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4288 819 13 4 ZTF_g 1639286645115 0 2.4324 117.796 10.8349 26.108 4.19219e-05 0.0421395 -0.0234718 7.33659e-05 286 30. 0.097684 0.067921 19.6017 26.108 3 2459393.7866435 819120151 -44.93914801509 58.962246 -0.847824 0.870050 -50.32750734246 98.293587 -0.515461 1.077705 null null null null null 2458202.760613 2458233.738958 57
 4289 820 16 4 ZTF_g 1639303776315 0 2.0652 102.486 10.6674 26.0888 3.91739e-05 0.0425862 -0.0105796 6.7558e-05 301 30. 0.085371 0.068079 19.7236 26.0888 3 2459393.8037731 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4290 820 16 3 ZTF_g 1639303776215 0 2.1286 153.024 10.7969 26.0397 3.56342e-05 0.0404746 -0.0172829 6.34657e-05 286 30. 0.093816 0.066999 19.6088 26.0397 3 2459393.8037731 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4291 820 16 4 ZTF_g 1639304716315 0 1.9442 102.188 10.7274 26.0911 2.95122e-05 0.0378313 -0.0248756 4.88709e-05 314 30. 0.083252 0.064163 19.7518 26.0911 1 2459393.8047106 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4292 820 16 3 ZTF_g 1639304716215 0 2.0932 154.362 10.8851 26.053 3.79863e-05 0.0417879 -0.0247323 6.61009e-05 289 30. 0.096977 0.068736 19.6323 26.053 1 2459393.8047106 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4293 819 13 4 ZTF_i 1640243995115 0 1.379 214.583 7.4864 25.2796 6.4936e-06 0.0298203 0.194451 2.28911e-05 365 30. 0.106129 0.076113 19.4893 25.2796 2 2459394.7439931 819120351 -10.54970151937 32.446724 -0.361680 1.096829 38.48271768231 66.411499 0.583361 1.043375 0.392356812418467 18.4179998970032 0.148000001907349 8.71100044250488 0.794000029563904 2458232.803611 2458596.839965 0
 4294 820 16 4 ZTF_i 1640244966315 0 1.5461 198.888 6.39572 25.3347 5.2169e-06 0.0274968 0.184093 1.66342e-05 387 30. 0.093502 0.065457 19.6885 25.3347 2 2459394.7449653 820120363 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 1.40655351536327 18.208999786377 0.115000002086163 7.85799980163574 0.528999984264374 2458232.805023 2458581.783947 61
 4295 820 16 3 ZTF_i 1640244966215 0 1.7235 192.239 6.54958 25.2684 4.7631e-06 0.0245449 0.18978 1.97246e-05 338 30. 0.105873 0.072535 19.5554 25.2684 2 2459394.7449653 820120362 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458232.805023 2458581.783947 57,61
 4296 820 16 4 ZTF_g 1641264106315 0 2.0976 62.0489 6.46821 25.5292 6.02338e-05 0.0528251 -0.0251593 0.000105841 305 30. 0.121949 0.094538 19.6998 25.5292 3 2459395.7641088 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4297 820 16 3 ZTF_g 1641264106215 33554432 2.1116 87.7195 6.60384 25.4383 6.38778e-05 0.0530168 -0.0340014 0.000118008 270 30. 0.107879 0.093872 19.5517 25.4383 3 2459395.7641088 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 55,57
 4298 820 16 3 ZTF_g 1641265046215 33554432 2.0127 91.0277 6.62985 25.4647 4.78004e-05 0.0460679 -0.0432228 8.46622e-05 273 30. 0.123215 0.088205 19.6297 25.4647 1 2459395.7650463 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4299 820 16 4 ZTF_g 1641265046315 33554432 1.9736 61.2108 6.41328 25.5202 4.72835e-05 0.0473412 -0.0235182 7.89045e-05 310 30. 0.117353 0.09421 19.7472 25.5202 1 2459395.7650463 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4300 819 13 4 ZTF_r 1642198325115 0 1.5189 207.723 7.81446 26.076 1.59268e-05 0.0283289 0.111266 2.21846e-05 360 30. 0.092697 0.071791 20.3988 26.076 3 2459396.6983218 819120251 27.7477069067 30.309052 1.018379 1.295458 74.56202149531 59.442211 1.262810 1.049604 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 4301 820 16 3 ZTF_r 1642199276215 0 1.7938 206.05 6.52257 26.0614 1.90441e-05 0.0308757 0.117897 2.77229e-05 334 30. 0.092026 0.070068 20.3165 26.0614 3 2459396.6992708 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 4302 820 16 4 ZTF_r 1642199276315 0 1.7574 199.55 6.29972 26.0994 1.49459e-05 0.0286644 0.117405 2.02586e-05 387 30. 0.085572 0.065785 20.4505 26.0994 3 2459396.6992708 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4303 819 13 4 ZTF_g 1642260015115 0 1.9202 110.155 6.61258 26.0387 2.65244e-05 0.0366026 -0.0696746 3.90798e-05 350 30. 0.091711 0.067697 20.2939 26.0387 3 2459396.7600116 819120151 -33.88944117966 31.468092 -1.197978 0.913364 -74.0761131162 57.954487 -1.286786 1.064776 null null null null null 2458202.760613 2458233.738958 57
 4304 820 16 4 ZTF_g 1642260976315 0 2.6852 97.7306 5.57811 26.0591 5.99292e-05 0.0560712 -0.0393972 8.89996e-05 355 30. 0.100995 0.086257 20.182 26.0591 3 2459396.7609722 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4305 820 16 3 ZTF_g 1642260976215 0 3.0366 146.278 5.81031 25.9845 6.53706e-05 0.0554142 -0.00638368 0.000111665 295 30. 0.115896 0.086624 19.896 25.9845 3 2459396.7609722 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4306 819 13 4 ZTF_r 1643197975115 0 1.2675 215.538 7.83789 26.1126 1.90624e-05 0.0311492 0.0993553 2.67626e-05 361 30. 0.103556 0.087508 20.5184 26.1126 3 2459397.6979745 819120251 1.57829286196 29.551144 0.059411 1.130205 55.27322763176 59.741528 0.931437 1.043431 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 4307 820 16 4 ZTF_r 1643216786315 0 1.6143 203.964 6.36187 26.1242 1.53834e-05 0.0291154 0.116888 2.09413e-05 387 30. 0.09379 0.072516 20.4791 26.1242 3 2459397.7167824 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4308 820 16 3 ZTF_r 1643216786215 0 1.6178 208.852 6.57274 26.089 1.73181e-05 0.0293756 0.115954 2.52691e-05 332 30. 0.097689 0.068994 20.3463 26.089 3 2459397.7167824 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 55,57
 4309 820 16 4 ZTF_r 1643217736315 0 1.5018 203.331 6.35401 26.156 1.55258e-05 0.0292134 0.113801 2.11214e-05 386 30. 0.088808 0.072862 20.5192 26.156 1 2459397.7177315 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4310 820 16 3 ZTF_r 1643217736215 0 1.689 210.728 6.55415 26.0481 1.34389e-05 0.0259299 0.105222 1.96832e-05 332 30. 0.095671 0.068235 20.3077 26.0481 1 2459397.7177315 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 55,57
 4311 820 16 4 ZTF_g 1643279536315 0 2.2142 100.837 5.93655 26.0781 2.84169e-05 0.0389477 -0.0452819 4.14453e-05 365 30. 0.100096 0.077583 20.2844 26.0781 1 2459397.779537 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4312 820 16 3 ZTF_g 1643279536215 0 2.1989 150.391 6.1741 26.0059 2.25884e-05 0.0338254 -0.0251071 3.42166e-05 329 30. 0.114271 0.076719 20.1646 26.0059 1 2459397.779537 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4313 819 13 4 ZTF_g 1643280495115 0 2.313 113.236 6.72228 26.0752 3.45104e-05 0.0411758 -0.0567007 5.30617e-05 335 30. 0.107083 0.089937 20.1681 26.0752 3 2459397.7804977 819120151 -72.23594145846 36.091892 -2.226376 1.006404 -108.97892665886 61.993645 -1.769744 1.071021 null null null null null 2458202.760613 2458233.738958 57
 4314 820 16 3 ZTF_g 1643280986215 0 2.3664 150.046 6.18704 26.029 2.97504e-05 0.0385538 -0.0336238 4.67813e-05 318 30. 0.116141 0.082501 20.1098 26.029 3 2459397.7809838 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4315 820 16 4 ZTF_g 1643280986315 0 2.3923 101.017 5.9359 26.0755 3.36455e-05 0.0426281 -0.0350821 4.89233e-05 365 30. 0.109764 0.077847 20.2153 26.0755 3 2459397.7809838 820120163 -48.18206092914 40.963352 -1.308413 1.445035 -199.14492348256 68.712746 -2.917744 1.065883 null null null null null 2458202.784919 2458244.747847 57
 4316 820 16 4 ZTF_r 1645219666315 0 2.4222 202.043 6.60117 26.1135 1.56937e-05 0.0292483 0.107525 2.13003e-05 385 30. 0.089945 0.077905 20.0683 26.1135 3 2459399.7196644 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4317 820 16 3 ZTF_r 1645219666215 0 2.3621 207.272 6.77152 26.056 1.88216e-05 0.0304878 0.105205 2.75254e-05 331 30. 0.104811 0.077932 20.0034 26.056 3 2459399.7196644 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 55,57
 4318 820 16 4 ZTF_g 1645266226315 33556480 1.9682 59.8607 6.59599 25.3657 0.0028636 0.348601 0.0847244 0.00504896 268 30. 0.094406 0.066952 19.5483 25.3657 3 2459399.7662269 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4319 820 16 3 ZTF_g 1645266226215 33556480 2.1311 80.1237 7.03072 25.2238 0.00236037 0.304761 -0.0109838 0.00435854 244 30. 0.097339 0.076305 19.2648 25.2238 3 2459399.7662269 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4320 820 16 4 ZTF_r 1646218586315 0 2.2032 203.966 6.49322 26.1196 1.49294e-05 0.0286831 0.123712 2.03158e-05 384 30. 0.087817 0.07742 20.2635 26.1196 3 2459400.718588 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4321 820 16 3 ZTF_r 1646218586215 0 2.0844 211.404 6.67494 26.0757 1.35179e-05 0.0261676 0.119724 1.98489e-05 334 30. 0.100282 0.074504 20.1881 26.0757 3 2459400.718588 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 55,57
 4322 820 16 4 ZTF_i 1646238026315 0 1.7437 224.106 6.65699 25.4523 3.5558e-06 0.0227939 0.187319 1.13521e-05 389 30. 0.091756 0.071366 19.6982 25.4523 2 2459400.7380208 820120363 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 1.40655351536327 18.208999786377 0.115000002086163 7.85799980163574 0.528999984264374 2458232.805023 2458581.783947 61
 4323 820 16 3 ZTF_i 1646238026215 0 1.8571 218.844 6.82722 25.4052 4.5033e-06 0.0238688 0.195212 1.82516e-05 335 30. 0.096555 0.07051 19.5783 25.4052 2 2459400.7380208 820120362 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458232.805023 2458581.783947 55,57
 4324 820 16 3 ZTF_g 1646279496215 0 2.5511 149.033 6.33855 25.9939 2.8362e-05 0.0370881 -0.0261722 4.66871e-05 305 30. 0.112674 0.075645 19.9772 25.9939 3 2459400.7794907 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4325 820 16 4 ZTF_g 1646279496315 0 2.5061 99.2777 6.08961 26.0525 3.35132e-05 0.0417099 -0.0294186 5.10188e-05 350 30. 0.099359 0.069879 20.1151 26.0525 3 2459400.7794907 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4326 819 13 4 ZTF_i 1647199015115 0 1.8445 253.502 7.24242 25.4641 4.792e-06 0.025706 0.187093 1.68852e-05 363 30. 0.09764 0.06982 19.5606 25.4641 2 2459401.6990162 819120351 -18.5782758346 33.419239 -0.618392 1.159466 -45.64985956934 64.419601 -0.713406 1.056407 0.392356812418467 18.4179998970032 0.148000001907349 8.71100044250488 0.794000029563904 2458232.803611 2458596.839965 0
 4327 820 16 3 ZTF_g 1647219916215 0 3.7249 167.742 5.90732 26.1413 7.35022e-05 0.057304 -0.0179116 0.000131182 277 30. 0.148225 0.109792 19.8643 26.1413 3 2459401.719919 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 55,57
 4328 819 13 4 ZTF_g 1647241845115 0 2.8264 125.023 6.84543 26.167 3.65334e-05 0.040768 -0.0477734 6.06559e-05 309 30. 0.109371 0.074073 20.0077 26.167 3 2459401.7418403 819120151 -48.35704813655 47.851982 -1.124125 0.980386 -24.39061381266 73.249619 -0.335222 1.093557 null null null null null 2458202.760613 2458233.738958 57
 4329 820 16 4 ZTF_r 1647303066315 0 2.2154 198.818 7.33646 26.0829 1.96681e-05 0.0328425 0.123847 2.6872e-05 381 30. 0.101499 0.069856 20.0221 26.0829 3 2459401.8030671 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4330 820 16 3 ZTF_r 1647303066215 0 2.2725 206.098 7.65067 26.03 1.96051e-05 0.0319874 0.116254 2.86411e-05 342 30. 0.118805 0.075097 19.8985 26.03 3 2459401.8030671 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 4331 819 13 4 ZTF_g 1648201855115 0 2.298 128.565 5.99703 26.2094 2.53776e-05 0.0357022 -0.0703436 3.67189e-05 351 30. 0.099332 0.069287 20.4432 26.2094 3 2459402.7018519 819120151 3.07044372161 31.868359 0.107176 1.123038 44.77253539811 54.900322 0.821017 1.079005 null null null null null 2458202.760613 2458233.738958 57
 4332 820 16 3 ZTF_r 1648238326215 0 2.0551 212.218 6.67154 26.065 1.30841e-05 0.0257227 0.109141 1.91032e-05 336 30. 0.090542 0.068013 20.1698 26.065 3 2459402.7383218 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 4333 820 16 4 ZTF_r 1648238326315 0 1.9642 205.186 6.48861 26.1192 1.31192e-05 0.0267449 0.119123 1.7846e-05 384 30. 0.082516 0.063536 20.3068 26.1192 3 2459402.7383218 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4334 819 13 4 ZTF_r 1648239275115 0 1.8349 215.271 8.19521 26.1078 1.49221e-05 0.0276511 0.102177 2.06531e-05 364 30. 0.088107 0.063919 20.2466 26.1078 3 2459402.7392708 819120251 12.35470292872 34.531689 0.397987 1.161151 67.80034974359 66.117424 1.032360 1.051573 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 4335 820 16 3 ZTF_g 1648306146215 0 3.1992 148.837 6.67886 26.0036 3.29389e-05 0.0385138 -0.0146647 5.95291e-05 279 30. 0.122093 0.081664 19.7228 26.0036 3 2459402.8061458 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 4336 820 16 4 ZTF_g 1648306146315 0 3.1416 99.4171 6.46952 26.0672 3.39038e-05 0.0389181 -0.0272072 5.88576e-05 292 30. 0.102604 0.077786 19.8407 26.0672 3 2459402.8061458 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4337 819 13 4 ZTF_r 1649198645115 0 1.5673 207.808 7.45613 26.0908 1.71632e-05 0.0293285 0.10902 2.39568e-05 359 30. 0.085073 0.065236 20.4546 26.0908 3 2459403.6986458 819120251 -21.30892957252 30.523561 -0.776571 1.157513 25.35756831843 60.584503 0.421368 1.047437 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 4338 820 16 4 ZTF_r 1649218046315 0 2.0998 196.241 6.67991 26.0713 2.12918e-05 0.0340981 0.122353 2.89344e-05 385 30. 0.086835 0.075933 20.1927 26.0713 3 2459403.718044 820120263 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 61
 4339 820 16 3 ZTF_r 1649218046215 0 2.0524 201.928 6.88877 26.0265 1.45983e-05 0.026873 0.10819 2.13435e-05 331 30. 0.093133 0.073374 20.1191 26.0265 3 2459403.718044 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 55,57
 4340 820 16 3 ZTF_g 1649264656215 0 2.3895 147.902 6.2353 26.0123 2.31676e-05 0.0337302 -0.0436382 3.65539e-05 313 30. 0.103845 0.074548 20.0476 26.0123 3 2459403.7646528 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 55,57
 4341 820 16 4 ZTF_g 1649264656315 0 2.2841 99.0984 5.96454 26.0589 2.48126e-05 0.0364205 -0.04207 3.58112e-05 365 30. 0.109556 0.075297 20.2182 26.0589 3 2459403.7646528 820120163 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458244.747847 57,61
 4342 819 13 4 ZTF_g 1649265615115 0 2.0499 110.868 7.56227 26.05 3.02193e-05 0.038337 -0.0543734 4.55664e-05 337 30. 0.093257 0.060674 20.1147 26.05 3 2459403.7656134 819120151 45.69909769841 34.799553 1.460793 0.968752 -3.4338031383 63.047623 -0.054830 1.061283 null null null null null 2458202.760613 2458233.738958 57
 4343 820 16 3 ZTF_i 1655270726215 0 1.6061 180.092 6.38866 25.1951 4.2456e-06 0.0232393 0.188649 1.75922e-05 341 30. 0.097307 0.076484 19.5311 25.1951 2 2459409.7707292 820120362 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458232.805023 2458581.783947 57,61
 4344 820 16 4 ZTF_i 1655270726315 0 1.5394 187.332 6.22732 25.2445 4.1244e-06 0.0243898 0.189387 1.31301e-05 385 30. 0.097692 0.072145 19.6245 25.2445 2 2459409.7707292 820120363 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 1.40655351536327 18.208999786377 0.115000002086163 7.85799980163574 0.528999984264374 2458232.805023 2458581.783947 61
 4345 820 16 3 ZTF_i 1658197066215 0 1.6005 203.345 7.9721 25.3224 4.1831e-06 0.0228539 0.186806 1.69643e-05 333 30. 0.096094 0.073644 19.4457 25.3224 2 2459412.6970602 820120362 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458232.805023 2458581.783947 55,57
 4346 820 16 4 ZTF_i 1658197066315 0 1.696 207.196 7.66407 25.3667 4.2611e-06 0.0246276 0.185792 1.38063e-05 386 30. 0.094701 0.067481 19.5298 25.3667 2 2459412.6970602 820120363 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 1.40655351536327 18.208999786377 0.115000002086163 7.85799980163574 0.528999984264374 2458232.805023 2458581.783947 61
