diffflux_grid,g_chi_interp,r_chi_interp,i_chi_interp
-372.34744605856883,1.0160612500000001,1.1313685248510321,1.065034952642766
-369.7491317596184,1.01517265,1.1360293215138235,1.0639437132193938
-367.16894901297985,1.01446205,1.13468465,1.06409445
-364.60677129308567,1.0139019,1.1305620749610334,1.0626979
-362.0624729572897,1.0133281764162967,1.131362,1.0623179586504279
-359.5359292397049,1.0131877247859031,1.13098575,1.0610082079413332
-357.0270162450855,1.0122300962322177,1.12857875,1.0595600395285787
-354.53561094275125,1.0114564755384332,1.1285494,1.058988981225969
-352.0615911605535,1.0107227,1.1270468,1.0591564
-349.6048355788876,1.0100053748610458,1.1252978,1.059135524961623
-347.1652237247386,1.0095611586068294,1.12908575,1.057049
-344.74263596577714,1.0084913068052002,1.1306311,1.0581357325169969
-342.3369535044918,1.00826175,1.1284783076739406,1.0570072
-339.94805837236385,1.00762325,1.1251719,1.0557394016584145
-337.5758334240815,1.0071673608383067,1.1253469,1.0546072777409041
-335.2201623317983,1.0064725080409995,1.1259642,1.0533721
-332.88092957942445,1.0060022499999999,1.1267116,1.052324
-330.5580204569651,1.0061509,1.1254137,1.0504826654856552
-328.25132105489445,1.0047394,1.1247833827783105,1.0493854999999999
-325.9607182585699,1.0050885,1.12277805,1.0483758
-323.6860997426853,1.00404435,1.1253911814227933,1.04859345
-321.42735396576217,1.003604793597234,1.1243201518624875,1.04723535
-319.1843701646824,1.00360465,1.1226238029169806,1.0465853394602211
-316.9570383492529,1.0032080566142982,1.1200725085449923,1.0464883619964265
-314.7452492968149,1.0020061999999998,1.1201016,1.046188741573127
-312.54889454688663,1.0019382270481307,1.1198952864074518,1.0452096276616285
-310.3678663958452,1.00128855,1.1188287,1.0446726499999999
-308.20205789164453,1.000515,1.1182740500000001,1.0445536498447943
-306.0513628285727,1.00019935,1.11186465,1.04393975
-303.9156757420405,0.9992834864151372,1.11596015,1.0445334
-301.7948919034123,0.99812565,1.1178071285790627,1.0432871063674625
-299.6889073148695,0.9969540700307411,1.1149847947733103,1.04210715
-297.59761870431095,0.9963647067909432,1.11396045,1.0422724634258227
-295.52092352028876,0.9963106358810971,1.1091868971154972,1.04170035
-293.4587199269787,0.99566395,1.1068849533985547,1.0399295499999999
-291.4109067991889,0.9952383437630359,1.1066181000000002,1.0414851630432749
-289.3773837173974,0.9946482,1.10820309525507,1.0417776
-287.35805096283,0.99405,1.1027733,1.0408340358173758
-285.35280951257016,0.9942096500000001,1.1036251,1.03959025
-283.3615610347027,0.9942231321805507,1.10359888006944,1.041467
-281.3842078834914,0.99357025,1.1011774486484422,1.0412215
-279.4206530945932,0.9927926,1.0991775456732877,1.0409884948121535
-277.47080038029975,0.9928335,1.096248,1.0412029971928067
-275.5345541248178,0.9927374318809717,1.0940809,1.039852625727197
-273.61181937958037,0.9928849410406326,1.0935215,1.0366659248207732
-271.7025018585901,0.99213275,1.0905969,1.03564319462372
-269.8065079337962,0.992344,1.09099495,1.03464465
-267.9237446305023,0.9921832052443463,1.0913918373891744,1.03621125
-266.05411962280965,0.99308845,1.0886995000000002,1.0369833025584376
-264.1975412290863,0.9929154993018934,1.0879273,1.03784435
-262.3539184074733,0.99276615,1.0847259,1.0360712
-260.52316075142,0.9920622499999999,1.0849903,1.03573025
-258.7051784852505,0.99178155,1.0844070727789024,1.0358408000000001
-256.8998824597609,0.9917498,1.08433195,1.03480835
-255.10718414784952,0.9912269,1.0816117728196641,1.032926421232343
-253.32699564017307,0.9914516036680291,1.0812306,1.0328303022726262
-251.55922964083734,0.9915721128924369,1.079314564741871,1.0312584158293958
-249.80379946311632,0.9912939000000001,1.0773276170372874,1.0324195040630768
-248.06061902520113,0.991496305607805,1.0750114751207893,1.0331777023730062
-246.32960284597883,0.9910238009516436,1.0752648478747684,1.0330366211240651
-244.61066604084007,0.9912215166268645,1.0739443499999999,1.03321835
-242.9037243175187,0.99132825,1.072094783739654,1.0319204396134471
-241.2086939719552,0.99131835,1.0699702500000001,1.03200715
-239.52549188419405,0.99104395,1.0695816,1.03321835
-237.8540355143073,0.9908741924318955,1.0649893,1.0328912062928297
-236.19424289834694,0.9911163,1.0615997562752268,1.033074
-234.54603264432518,0.9915315854651723,1.0607408,1.0313894
-232.90932392822506,0.9913415987922208,1.062932,1.03304835
-231.28403649003428,0.9914963713181217,1.059731182258838,1.032872601478874
-229.67009062981123,0.99092125,1.0612447525446216,1.033072986126936
-228.06740720377627,0.9907597194896061,1.0615527231971587,1.0342369562912657
-226.47590762043083,0.9904359960231381,1.06072635,1.03309285
-224.89551383670286,0.990616228527763,1.06153055,1.032007964447962
-223.32614835412176,0.9899818499999999,1.0621128,1.0297445251973605
-221.76773421501525,0.9885660685343148,1.05989615,1.0281875999999999
-220.22019499873736,0.9877722,1.0573794496986118,1.0283292
-218.6834548179206,0.9880534378210045,1.0552772544553366,1.026616380436751
-217.1574383147545,0.9877397,1.054975714452716,1.0273042459958586
-215.6420706572904,0.98734875,1.0548727362957482,1.0256344070101415
-214.13727753577135,0.9872888,1.0586034,1.0246787150209078
-212.64298515898992,0.9865564,1.0613525000000001,1.02657685
-211.15912025066706,0.9869671999999999,1.06144715,1.0246512849097467
-209.68561004586053,0.9867557474396179,1.0607639500000001,1.0242292698194628
-208.22238228739633,0.9859854,1.061424812430367,1.023396658268229
-206.76936522232532,0.9852015000000001,1.0625136499999999,1.0236927821400987
-205.3264875984042,0.9851288,1.0607833,1.0223539499999998
-203.89367866060334,0.984708622150391,1.06072275,1.022260632900711
-202.4708681476343,0.98481195,1.0571237197869154,1.02110725
-201.0579862885064,0.9845473418943596,1.05561985,1.0216296451265516
-199.6549637991047,0.9841603201659586,1.0564334699565012,1.0208889436246058
-198.26173187879257,0.98426438760419,1.0545710115758156,1.0190537
-196.87822220703785,0.9840898499999999,1.0534317,1.0192895564590019
-195.50436694006223,0.9840320499999999,1.0546266273773706,1.0216155726606893
-194.14009870751588,0.9831888982361687,1.052953222119505,1.0229587999999998
-192.78535060917147,0.9841023,1.054829275164988,1.0221127
-191.4400562116451,0.9843239313597928,1.054966099471344,1.0213981792927322
-190.10414954513823,0.98394715,1.05189155,1.022299318358393
-188.77756510020262,0.9839723626787009,1.0531952,1.0216995796165314
-187.46023782452755,0.9834898234473637,1.0532668333954054,1.023201892355251
-186.1521031197514,0.98391295,1.0519729,1.0234773
-184.85309683829155,0.983304294944333,1.0522006,1.0207388499999999
-183.56315528020036,0.9824756165925816,1.0501680960794992,1.01827175
-182.282215190041,0.9824915999999999,1.04660895,1.01794435
-181.01021375378568,0.9823104493494155,1.047726213919773,1.0176923
-179.74708859573525,0.98179885,1.047345,1.0172493816846941
-178.49277777546027,0.9818709601253025,1.05025555,1.0161386482299632
-177.247219784765,0.98185095,1.05131665,1.01350255
-176.01035354466893,0.9815622624941144,1.050423115288483,1.01521975
-174.7821184024132,0.9810106152798975,1.050105796592452,1.01521975
-173.5624541284859,0.98110685,1.047073103217098,1.015764503108259
-172.3513009136686,0.9807884,1.0497772722318983,1.0153885137864427
-171.14859936610313,0.98029265,1.0493099470315004,1.01536425
-169.95429050838047,0.98091425,1.049131500325101,1.01425495
-168.76831577464665,0.9809223000663233,1.0459626065824774,1.01312235
-167.59061700773222,0.9806780344727085,1.042594385298151,1.01428655
-166.42113645629988,0.9809921503552855,1.0427308755700706,1.0129888375151619
-165.25981677201275,0.9823024656032987,1.04285505,1.0112594944168305
-164.1066010067219,0.98219415,1.0455602931638788,1.0107586759846299
-162.96143260967358,0.9822662941083604,1.04215605,1.0105506499999999
-161.82425542473746,0.9815500715851573,1.040066712022196,1.0110550293973763
-160.69501368765071,0.980827144320861,1.0396335940700168,1.0109862677421302
-159.57365202328506,0.98083295,1.0412841581609769,1.0105578
-158.46011544293074,0.980418179416012,1.04292065,1.0111625539960405
-157.35434934160014,0.97983675,1.04042755,1.01224085
-156.2562994953498,0.9795400499999999,1.038297092413255,1.012631904828822
-155.16591205862258,0.9786465165449414,1.0397992778760858,1.0123541
-154.08313356160537,0.97861695,1.04458395,1.0121835
-153.0079109076084,0.9784245500000001,1.0430927,1.0125626898132907
-151.940191370461,0.97755835,1.041438712121052,1.0127450999999998
-150.87992259192634,0.9770333193457276,1.0386611472372362,1.0113127
-149.8270525791336,0.97780175,1.0380621909967584,1.0105427
-148.78152970202834,0.9778711075177318,1.03659565,1.00878215
-147.74330269084163,0.97886425,1.0376684,1.0106207999999999
-146.7123206335744,0.9794616,1.0366463250373668,1.0119126285539048
-145.6885329735018,0.9797100824062708,1.0372269352919388,1.011622438572894
-144.67188950669387,0.9795004963176195,1.0372186445629552,1.0098915405478412
-143.66234037955368,0.97859925,1.0352162,1.0100665792528558
-142.65983608637217,0.97888175,1.03386665,1.0102023607479778
-141.66432746690194,0.9793696187424835,1.0334501999999999,1.010186304543754
-140.67576570394453,0.9794016422428933,1.0358051,1.0076782
-139.694102320958,0.9787554801600783,1.03580375,1.0073391693140945
-138.7192891796792,0.9790788485168588,1.0356866500000002,1.0066540114042215
-137.75127847776344,0.9789205999999999,1.0315801,1.0065498809571125
-136.79002274644017,0.9780440704260531,1.0291701,1.0038927
-135.83547484818516,0.9779668499999999,1.0338277337874353,1.004574026544636
-134.88758797440988,0.97799495,1.0341604500000001,1.0047622461903747
-133.9463156431647,0.9772715939544695,1.031369410633679,1.00549235
-133.01161169686043,0.9775949500000001,1.0303944,1.00648825
-132.08343030000472,0.97701395,1.03139465,1.0063004
-131.16172593695438,0.9767139,1.031050810697122,1.00745535
-130.24645340968317,0.9772943737303159,1.02782715,1.0058863
-129.33756783556638,0.9779809,1.0278012,1.0042829016929258
-128.43502464517837,0.9770076445258143,1.0273770664493524,1.0048627600290025
-127.53877958010807,0.9773312349433559,1.0279221190103212,1.0070401760662198
-126.64878869078835,0.9769509762192278,1.0284636,1.0055682
-125.76500833434092,0.9763493,1.0288784331010237,1.0049959
-124.88739517243584,0.9775777,1.02580175,1.004367461344357
-124.01590616916744,0.97777345,1.0240585,1.0028374500000001
-123.15049858894231,0.9773498285918123,1.0265169184887466,1.00147025
-122.29112999438479,0.9770167301601413,1.025055802141699,1.0006642704051931
-121.43775824425563,0.9766404869371564,1.02607985,1.0007968999999999
-120.59034149138547,0.97638,1.0266889,1.0019736786065223
-119.74883818062285,0.9764625,1.0254415094462646,1.0044975745622275
-118.9132070467961,0.9763806500000001,1.0251971705471505,1.00159105
-118.08340711269086,0.9758992000000001,1.02569455,1.0010107748397008
-117.25939768703915,0.9761234714298529,1.023959,1.00267905
-116.44113836252498,0.9758734295248513,1.0233723641215922,1.0020443
-115.62858901380261,0.9753795553887036,1.0232025381191234,1.0015491645399255
-114.82170979552892,0.9753671,1.0227205422882575,1.0035464615196095
-114.02046114040928,0.9761129000000001,1.0226419753673939,1.0040995710507772
-113.22480375725816,0.9758522000000001,1.02421655,1.0028437233625231
-112.43469862907104,0.97583995,1.0188390500000002,1.0023708281092987
-111.65010701111197,0.9755988690682781,1.0192157367538344,1.00249865
-110.87099042901353,0.9755505999999999,1.02080235,1.0017891
-110.09731067689002,0.9759891417094791,1.02111335,1.0014319062135357
-109.32902981546395,0.97591335,1.01981545,1.001950173977694
-108.56611017020549,0.976227010525967,1.0204791,1.000368907223498
-107.80851432948573,0.97634205,1.0210337,0.9984483
-107.05620514274094,0.97488765,1.0217465000000001,1.000047848702766
-106.30914571865154,0.9753604504308662,1.0240925,1.0003424
-105.56729942333291,0.97526435,1.020510107285871,0.9982394
-104.83062987853897,0.9762411,1.0181033576289449,1.0013045696792482
-104.09910095987803,0.9762271,1.0161776,1.0022550000000001
-103.37267679504218,0.9755045264540193,1.0165220952996517,1.0003918442045745
-102.65132176204696,0.97438155,1.0168560500000001,1.00364905
-101.93500048748541,0.97324095,1.0158589167965506,1.0026419086249323
-101.2236778447932,0.9741572000000001,1.0169483,0.9998412081872622
-100.51731895252613,0.9740764107150366,1.0183341,1.0005015
-99.81588917264953,0.975776,1.0169413022202325,1.00011905
-99.11935410884013,0.9750762229098839,1.016034601359503,0.9996957
-98.42767960479858,0.9760498043699916,1.016184,1.000930420957993
-97.74083174257541,0.9742192322091405,1.019463647477228,1.00250465
-97.05877684090697,0.9742359,1.01649765,1.0009548954540457
-96.3814814535643,0.9745906601878798,1.01222275,0.9985568340153012
-95.7089123677127,0.97392715,1.0159709012591216,0.9986357
-95.04103660228357,0.97362965,1.0157345169453094,0.9958114501972946
-94.3778214063564,0.9737433,1.0165582,0.9948306134605878
-93.71923425755313,0.9754284,1.0126786,0.9961477855492498
-93.06524286044358,0.9755621999999999,1.0159660587905743,0.9971089
-92.4158151449612,0.9743227489547838,1.0140916,0.9992683
-91.77091926483071,0.9751242492936865,1.0142718499999999,1.0003885108395554
-91.13052359600675,0.9752924561134739,1.01531065,0.99858095
-90.49459673512256,0.9757064865779622,1.0155933000000001,0.9980528771584933
-89.86310749795022,0.9754145999999999,1.0147198386558145,0.9963404
-89.23602491787192,0.974950136397968,1.013054,0.9938466458006175
-88.61331824436067,0.9742547389618592,1.01386445,0.99656115
-87.99495694147292,0.9744495175296108,1.0125179499999999,0.9949757825067862
-87.38091068635087,0.9748140178933319,1.014453965863964,0.99451
-86.7711493677359,0.9739839850551186,1.0126237053286564,0.9946737499999999
-86.16564308449145,0.9739638866431954,1.01380005,0.9960865
-85.56436214413702,0.9741453041014934,1.0120348730265532,0.9950634025467984
-84.96727706139242,0.97390555,1.0114250802410212,0.9958256805694656
-84.3743585567313,0.97489095,1.013160340798315,0.9943544529975009
-83.78557755494565,0.9750942499999999,1.01186535,0.9930842999999999
-83.20090518372027,0.9734123021644495,1.0126780009048946,0.9939201
-82.6203127722165,0.9723813,1.0133804943763465,0.9948389126545601
-82.0437718496664,0.9728969405124237,1.0124733,0.99616165
-81.47125414397702,0.9726869622943267,1.0139399462627168,0.99493455
-80.90273158034337,0.9729679999999999,1.012682123749252,0.9933558
-80.33817627987204,0.9728106837184235,1.0121372758382352,0.9922875
-79.77756055821432,0.9731510505508171,1.0093538,0.9904455
-79.22085692420812,0.97348815,1.0100463,0.99110545
-78.6680380785302,0.9730838326659162,1.0101994020940246,0.9895316499999999
-78.11907691235736,0.97316455,1.0096852012253663,0.989859042184647
-77.57394650603734,0.97371425,1.00918755,0.99005195
-77.03262012776834,0.9732878284320734,1.0094971,0.9887185620801726
-76.49507123228838,0.9734264596813444,1.00911535,0.9886743
-75.96127345957379,0.9734676,1.00902165,0.9873222749970073
-75.43120063354615,0.97308795,1.011664,0.9884822
-74.90482676078892,0.9729732342855264,1.0095097290667223,0.98915195
-74.38212602927297,0.9726138921211733,1.0099288372496262,0.9894682886948843
-73.86307280709043,0.9712483723081112,1.00924565,0.9891044339788505
-73.34764164119797,0.97080355,1.0095554797382362,0.98878325
-72.8358072561688,0.9718915950382343,1.0100723,0.98995425
-72.32754455295296,0.9741207,1.0048472123869454,0.98870885
-71.8228286076466,0.9745533,1.0084100500000002,0.9897973849929939
-71.3216346702698,0.97216025,1.00614915,0.9890818
-70.82393816355312,0.97136575,1.009315471591353,0.9910083028296388
-70.32971468173194,0.9735263,1.0062940419318067,0.99118065
-69.83893998934992,0.97380355,1.00979485,0.9889882293812479
-69.35159002007076,0.9735450097317645,1.00900065,0.9881484590176336
-68.8676408754976,0.9715412311676525,1.00797245,0.9855239055373526
-68.38706882400133,0.9714258,1.0076424346437052,0.98781435
-67.90985029955706,0.9709821994084273,1.00738055,0.98694005
-67.43596190058813,0.9711741702314018,1.0078947,0.9874886
-66.96538038881863,0.97221159268716,1.0046592217784693,0.9865096961165389
-66.49808268813425,0.9713035999999999,1.0055254405836482,0.98654785
-66.0340458834501,0.9712014999999999,1.0062162787272428,0.9899040499999999
-65.57324721958743,0.97139765,1.0037061,0.9873391688964492
-65.11566410015752,0.972421946018837,1.00738665,0.98908385
-64.66127408645393,0.9712840965444606,1.0041137175626942,0.9829365037021257
-64.21005489635182,0.9711513326302799,1.00617525,0.9861482912646568
-63.76198440321537,0.9727962383759328,1.0069745758663888,0.9867788855459375
-63.31704063481305,0.9725526598540121,1.008308,0.989133223356897
-62.875201772239684,0.9701793,1.00342544380468,0.98613165
-62.436446148846784,0.9697846,1.00412325,0.9845151847812629
-62.0007522491802,0.97119665,1.0043421,0.98496365
-61.5680987079247,0.97154145,1.0035486590152929,0.9885051499999999
-61.13846430885645,0.9714851999999999,1.00577495,0.988669
-60.711827983802834,0.9707096,1.006356726961504,0.9880705
-60.28816881160893,0.9716871991105573,1.0052876517342642,0.98701305
-59.86746601711177,0.9726918,1.0022489780805544,0.985309960532528
-59.449698970121794,0.970629591809313,1.0046578,0.9845355499999999
-59.03484718441081,0.9704445,1.0038682,0.98273925
-58.62289031670764,0.9699177813536705,1.0045449,0.9850596500000001
-58.21380816570042,0.96945665,1.0037691,0.9856820348830713
-57.80758067104624,0.9705532398882196,1.00635905,0.98382915
-57.40418791238706,0.9708235136621101,1.0068270634208831,0.9803731
-57.00361010837303,0.97037575,1.0044359562073635,0.9794575999999999
-56.60582761569268,0.97035755,1.0037510501118956,0.9791837999999999
-56.21082092810928,0.9692164136304096,1.0050393505089534,0.9794355240169745
-55.818570675504475,0.9695986726835045,1.00499325,0.9831274212857791
-55.42905762292862,0.96914815,1.0050778296054195,0.9860765499999999
-55.042262669657184,0.9688614218637094,1.0020435966028256,0.985141265242524
-54.65816684825429,0.9702317112111556,1.0029460607697156,0.9838643433921895
-54.27675132364275,0.96805465,1.0025687,0.9844393018772607
-53.8979973921801,0.9699008,0.9998783867797567,0.9869791982578843
-53.521886480741685,0.9686999,1.0029219500000002,0.9860304
-53.14840014580972,0.96878,1.0004383671658896,0.9830810335125112
-52.777520072569104,0.9703312000000001,1.0025428412882682,0.98205785
-52.409228074009,0.9702588,1.0034725,0.9808950852838336
-52.04350609003113,0.9695881000000001,1.0028064502018217,0.9830503945831341
-51.68033618656432,0.9696208064799242,1.0033052706478935,0.9824546822504839
-51.319700554684744,0.9688979,0.9986947871370063,0.9832666
-50.961581509742786,0.9701933,1.0028732095230577,0.9818665999999999
-50.60596149049596,0.9686870843723393,1.0014742435460133,0.9826663499999999
-50.252823058247465,0.9699274262700718,1.00435985,0.981480827862813
-49.90214889599119,0.9694141000000001,1.0010232514053248,0.98150815
-49.55392180756267,0.9692139,1.0036783541767842,0.98071555
-49.20812471679554,0.9693434,1.0015844,0.97941875
-48.86474066668435,0.9685143712166259,1.0001498,0.9788583980235401
-48.52375281855295,0.9701549293240723,1.0021741997952838,0.9788173499999999
-48.185144451228965,0.9685612,1.0012889,0.9803104848404819
-47.84889896022353,0.968668458085799,1.00119055,0.97887845
-47.51499985691718,0.9680219682083626,1.000378,0.9764943
-47.18343076775146,0.9688825,1.0031095409029762,0.9795085196047348
-46.854175433425716,0.96833885,1.00011595,0.9787363218049943
-46.527217708099904,0.96806745,1.0019332,0.97734275
-46.202541558603,0.9681827805271226,1.0015333999999998,0.9781215859985504
-45.88013106364649,0.9685191766073836,0.9997727,0.97914675
-45.559970413043764,0.9695250224120764,1.0019116907650572,0.977451056906498
-45.24204390693496,0.9673127,1.00175105,0.97865245
-44.926335955016825,0.9685695886001292,1.0036172680163817,0.97748985
-44.612831075778324,0.9690399922926405,1.00152895,0.9773103
-44.30151389574162,0.96738565,0.9997057500000001,0.9789662
-43.992369148707915,0.9677175937890548,1.0001512979469724,0.9786347
-43.685381675009005,0.96733895,0.9984204936580403,0.9784339613103185
-43.380536420763825,0.96704555,1.0012569,0.9790691
-43.07781843714041,0.9689438661925206,0.9989705999999999,0.9805284
-42.77721287962257,0.9681008599922735,0.9985430776027295,0.9814725999999999
-42.47870500728209,0.9688616,0.9978727208578333,0.97772475
-42.18228018205601,0.96681995,1.0013220833651273,0.9758112492347456
-41.88792386802855,0.9668793,0.9995794726274051,0.97614415
-41.595621630718426,0.9668832975814926,0.9995634,0.9763187141805135
-41.30535913637116,0.9686532999999999,1.0003974408743816,0.97745785
-41.017122151255904,0.9685833,0.999064,0.9769147930772213
-40.73089654096764,0.966498,0.9985958064867705,0.97835135
-40.44666826973414,0.9663321046832279,1.0006052039347981,0.9800919
-40.16442339972745,0.9675114608101517,1.000226723097244,0.97854071210186
-39.88414809038058,0.96700025,0.9991043,0.97685555
-39.60582859770874,0.96616455,1.0010820500000002,0.97694765
-39.32945127363548,0.96565145,1.0014093943497708,0.97708065
-39.05500256532325,0.96566995,0.9992660024701324,0.9767125
-38.78246901450886,0.9667545,0.9990466499999999,0.97543475
-38.51183725684368,0.967796702047366,0.9988846273683349,0.9750452160404598
-38.24309402123803,0.9677414,1.000056001098501,0.9767861
-37.976226129210524,0.9673833000000001,0.9990462251363762,0.9759863999999999
-37.71122049424196,0.9661278227507993,0.9994008,0.974770202737792
-37.44806412113333,0.9679631475407366,0.99726395,0.9763366269362087
-37.18674410536871,0.9670500499999999,0.9978223,0.9748983671358709
-36.92724763248257,0.9672091162682595,0.9992455,0.97673645
-36.66956197743112,0.9666838,0.9995007,0.9761379455483837
-36.413674503968515,0.9656707500176162,0.99918315,0.9742861338574091
-36.15957266402708,0.9661912538758008,1.0005217,0.9773656265854175
-35.90724399710218,0.964451606368728,0.999045040707107,0.9787908844763279
-35.65667612964091,0.9664967736962452,0.9998338,0.9774049254263396
-35.40785677443549,0.9653157964532226,0.9968549820999753,0.97546875
-35.160773730020814,0.9656735000000001,0.998960677535863,0.9752767620934037
-34.91541488007593,0.9666757,0.9977299790729156,0.9753262
-34.67176819282994,0.9657665999999999,0.9980809602447329,0.97253695
-34.429821720472155,0.9642084,0.9980293035779146,0.97418165
-34.18956359856598,0.9661068,0.9976816,0.97518255
-33.95098204546721,0.9657631,0.9971484176882738,0.9737619
-33.714065361746364,0.9675470530404637,0.9953334661696281,0.9750697500000001
-33.47880192961483,0.96662825,0.9966916445674956,0.9750779055352222
-33.24518021235521,0.9658305,0.9966753189261323,0.9735576499999999
-33.01318875375572,0.96507515,0.9978499358856344,0.9729346128022089
-32.782816177548185,0.9648715,0.9981297,0.97453375
-32.55405118685032,0.96475025,0.9965083499999999,0.9756264
-32.32688256361169,0.9637563,0.9972166406928872,0.9732227967691829
-32.10129916806374,0.9640903907819405,0.9962548500090915,0.9756170999999999
-31.877289938173327,0.9642883,0.99919725,0.9759791
-31.654843889100373,0.9657492,0.9967435,0.9734704
-31.43395011265929,0.9664836,0.99779735,0.9733859499999999
-31.21459777678387,0.9641295325309444,0.9964392161278653,0.9743788
-30.996776124996213,0.9655228800817767,0.9978895107727678,0.9745116
-30.780474475879352,0.9647592384838964,0.9998682999999999,0.9712683155779572
-30.565682222553267,0.9663569693025846,0.9980725555201827,0.97218505
-30.352388832154848,0.9651310026635525,0.99583565,0.9749569108349532
-30.14058384532149,0.96388465,0.99770055,0.97489455
-29.930256875678005,0.9650693911635271,0.99738125,0.9751415
-29.721397609327404,0.9642966,0.995377,0.9742975825917457
-29.513995804345107,0.9651583088855523,0.996734158332378,0.974973
-29.30804129027679,0.96563685,0.9976338635794556,0.97549895
-29.103523967639493,0.96494575,0.9967784387580594,0.9748882499999999
-28.900433807426445,0.9652835046803342,0.9973824083762803,0.9705967188546456
-28.69876085061537,0.9648845837045726,0.9977596239442562,0.96983935
-28.49849520767992,0.96404995,0.9966854325454834,0.9746537210435273
-28.29962705810484,0.9660349,0.9974826273482909,0.97552435
-28.10214664990445,0.9654716930638599,0.9961948,0.9735407
-27.90604429914429,0.96511485,0.9975452159431099,0.97236565
-27.711310389466295,0.964881965625034,0.9963909045742464,0.97172645
-27.517935371617355,0.9657249,0.996237,0.9732072
-27.325909762980846,0.9647088266279574,0.99695975,0.97321165
-27.135224147111753,0.9647440341053457,0.9977654754106189,0.9718601
-26.945869173274854,0.9646309577280213,0.99678655,0.9736745
-26.7578355559863,0.96438665,0.9963656914850403,0.97320765
-26.571114074558096,0.9640017379962538,0.9966299019268026,0.9733516
-26.385695572646046,0.96364315,0.99705165,0.97265155
-26.201570957800815,0.9631862999999999,0.9960736184302182,0.97197225
-26.0187312010219,0.9645898,0.99973725,0.9737588442724808
-25.837167336314955,0.96437065,0.9972291180776663,0.97187115
-25.656870460252208,0.9641328499999999,0.99567105,0.97046745
-25.477831731535677,0.9642682499999999,0.9969969825174282,0.97025165
-25.30004237056372,0.9634151580211598,0.99880475,0.9726169639557396
-25.123493659000573,0.9640498607359146,0.9958176710070115,0.9747352499999999
-24.948176939348667,0.9641014940158674,0.9981578717137959,0.9735347
-24.77408361452417,0.9632251286117488,0.9977350820959787,0.9747376573105665
-24.601205147435483,0.96340265,0.9945473729891358,0.9752937
-24.42953306056444,0.9633156700117598,0.9968091,0.9740582491204224
-24.25905893555072,0.9647687897175922,0.9984308976397009,0.9715926723517153
-24.089774412778944,0.96273455,0.9973139881467656,0.972185
-23.921671190968876,0.962834745225536,0.9965695,0.9724193
-23.75474102676818,0.9632358546704148,0.9951047,0.9693376499999999
-23.588975734348264,0.9620986361065427,0.9967930151452197,0.9728693431062451
-23.424367185002946,0.96370295,0.99438245,0.9732265110400726
-23.2609073067497,0.9644957455450087,0.9961268,0.9708711632429473
-23.098588083933887,0.9652521966704768,0.99561895,0.9701381499999999
-22.937401556835766,0.9642783,0.9966909484019284,0.9705162948464854
-22.77733982128004,0.9629586414452382,0.99455285,0.97052265
-22.618395028248298,0.9648151768364266,0.9943222390790872,0.9707742
-22.460559383494214,0.96436125,0.9965680650744767,0.9708088956857561
-22.30382514716119,0.96363555,0.99530325,0.9732359
-22.148184633402902,0.9637942098560546,0.9954040035795176,0.9731496
-21.99363021000636,0.9630505758442862,0.996993403238305,0.9722448
-21.840154298017744,0.9636962462126145,0.9950996398070493,0.97159555
-21.6877493713706,0.9635969945321817,0.9957287227302847,0.97220915
-21.536407956516868,0.9647499,0.9968657149489818,0.9742392988281827
-21.386122632060445,0.963687743438349,0.9976355410555439,0.9709318292864798
-21.236886028393144,0.96381115,0.9951978,0.9684317819918541
-21.088690827333362,0.9641473199578893,0.9948536668472824,0.971069
-20.941529761767274,0.9640085,0.99458555,0.9733666093555102
-20.795395615292367,0.9625829499999999,0.9964140933182363,0.973907
-20.650281221863608,0.9619012,0.9965383,0.973411471274292
-20.506179465442102,0.9628361120629626,0.9959874799746665,0.9737642
-20.36308327964604,0.96229615,0.9966235999999999,0.9691206449016325
-20.22098564740423,0.9624964500000001,0.9938452359006468,0.9668535994319016
-20.07987960061198,0.9630427178116775,0.99608655,0.9682987
-19.939758219789482,0.9632986,0.9951491,0.9719366500000001
-19.800614633742352,0.9632309694453258,0.9966771,0.973532082182395
-19.66244201922478,0.96450975,0.9963244,0.972143
-19.525233600604974,0.96374105,0.99262815,0.9716766151331471
-19.38898264953277,0.96268295,0.9956028341711917,0.9702418
-19.25368248460979,0.96285385,0.99581955,0.9685991710716102
-19.119326471061814,0.9621993,0.9956670412943046,0.9708426
-18.985908020413348,0.9630742999999999,0.9935748337673638,0.9705470500000001
-18.853420590164582,0.9638049575462949,0.9956888935309147,0.970777
-18.721857683470624,0.9630392575207407,0.9930739,0.96903885
-18.591212848822796,0.9624945500000001,0.9958078609461157,0.9690081858943136
-18.461479679732328,0.96322775,0.9952226,0.97123675
-18.332651814416252,0.96259465,0.9955515500000001,0.9727056
-18.204722935485332,0.962623085266346,0.9959355231249797,0.972356817048511
-18.077686769634344,0.9631834138306221,0.995151,0.97156025
-17.951537087334405,0.9631896522072695,0.9956106,0.9714535655850914
-17.826267702527588,0.96413525,0.9963535382970552,0.970835886215783
-17.701872472323437,0.96350725,0.9965148500000001,0.97120745
-17.578345296697815,0.9617587584844101,0.9973606751599631,0.9723220364165903
-17.45568011819381,0.9623458066545457,0.9958913500000001,0.9713858440757464
-17.33387092162459,0.96350085,0.9953822,0.97027105
-17.212911733778498,0.9636931000000001,0.9965748,0.9705165499999999
