diffflux_grid,g_chi_interp,r_chi_interp,i_chi_interp
-175459.8165973756,6.60466495,30.37645495,4.02009655
-174235.4232110857,6.60466495,30.37645495,4.02009655
-173019.57388458907,6.60466495,30.37645495,4.02009655
-171812.2089957433,6.60466495,30.37645495,4.02009655
-170613.26933846,6.60466495,30.37645495,4.02009655
-169422.69611980297,6.60466495,30.37645495,4.02009655
-168240.43095710478,6.60466495,30.37645495,4.02009655
-167066.41587510382,6.60466495,30.37645495,4.02009655
-165900.593303101,6.60466495,30.37645495,4.02009655
-164742.906072138,6.60466495,30.37645495,4.02009655
-163593.29741219184,6.60466495,30.37645495,4.02009655
-162451.71094939235,6.60466495,30.37645495,4.02009655
-161318.09070325736,6.60466495,30.37645495,4.02009655
-160192.38108394764,6.60466495,30.37645495,4.02009655
-159074.52688954087,6.60466495,30.37645495,4.02009655
-157964.47330332437,6.60466495,30.37645495,4.02009655
-156862.16589110828,6.60466495,30.37645495,4.02009655
-155767.55059855443,6.60466495,30.37645495,4.02009655
-154680.57374852675,6.60466495,30.37645495,4.02009655
-153601.18203845894,6.60466495,30.37645495,4.02009655
-152529.32253774055,6.60466495,30.37645495,4.02009655
-151464.94268512115,6.60466495,30.37645495,4.02009655
-150407.99028613398,6.60466495,30.37645495,4.02009655
-149358.41351053477,6.60466495,30.37645495,4.02009655
-148316.1608897613,6.60466495,30.37645495,4.02009655
-147281.18131440904,6.60466495,30.37645495,4.02009655
-146253.42403172518,6.60466495,30.37645495,4.02009655
-145232.83864311958,6.60466495,30.37645495,4.02009655
-144219.3751016932,6.60466495,30.37645495,4.02009655
-143212.9837097851,6.60466495,30.37645495,4.02009655
-142213.61511653347,6.60466495,30.37645495,4.02009655
-141221.22031545703,6.60466495,30.37645495,4.02009655
-140235.75064205134,6.60466495,30.37645495,4.02009655
-139257.1577714026,6.60466495,30.37645495,4.02009655
-138285.39371581748,6.60466495,30.37645495,4.02009655
-137320.4108224712,6.60466495,30.37645495,4.02009655
-136362.16177106893,6.60466495,30.37645495,4.02009655
-135410.5995715266,6.60466495,30.37645495,4.02009655
-134465.67756166623,6.60466495,30.37645495,4.02009655
-133527.3494049277,6.60466495,30.37645495,4.02009655
-132595.56908809667,6.60466495,30.37645495,4.02009655
-131670.29091904787,6.60466495,30.37645495,4.02009655
-130751.46952450548,6.60466495,30.37645495,4.02009655
-129839.05984781665,6.60466495,30.37645495,4.02009655
-128933.01714674303,6.60466495,30.37645495,4.02009655
-128033.2969912665,6.60466495,30.37645495,4.02009655
-127139.85526141037,6.60466495,30.37645495,4.02009655
-126252.64814507567,6.60466495,30.37645495,4.02009655
-125371.63213589371,6.60466495,30.37645495,4.02009655
-124496.7640310911,6.60466495,30.37645495,4.02009655
-123628.0009293722,6.60466495,30.37645495,4.02009655
-122765.30022881516,6.60466495,30.37645495,4.02009655
-121908.61962478275,6.60466495,30.37645495,4.02009655
-121057.91710784764,6.60466495,30.37645495,4.02009655
-120213.15096173336,6.60466495,30.37645495,4.02009655
-119374.27976126719,6.60466495,30.37645495,4.02009655
-118541.26237034964,6.60466495,30.37645495,4.02009655
-117714.05793993713,6.60466495,30.37645495,4.02009655
-116892.62590603883,6.60466495,30.37645495,4.02009655
-116076.92598772742,6.60466495,30.37645495,4.02009655
-115266.91818516367,6.60466495,30.37645495,4.02009655
-114462.56277763586,6.60466495,30.37645495,4.02009655
-113663.82032161059,6.60466495,30.37645495,4.02009655
-112870.65164879947,6.60466495,30.37645495,4.02009655
-112083.01786423817,6.60466495,30.37645495,4.02009655
-111300.88034437915,6.60466495,30.37645495,4.02009655
-110524.20073519745,6.60466495,30.37645495,4.02009655
-109752.94095031073,6.60466495,30.37645495,4.02009655
-108987.06316911033,6.60466495,30.37645495,4.02009655
-108226.5298349075,6.60466495,30.37645495,4.02009655
-107471.30365309151,6.60466495,30.37645495,4.02009655
-106721.34758930084,6.60466495,30.37645495,4.02009655
-105976.62486760708,6.60466495,30.37645495,4.02009655
-105237.0989687113,6.60466495,30.37645495,4.02009655
-104502.73362815415,6.60466495,30.37645495,4.02009655
-103773.49283453621,6.60466495,30.37645495,4.02009655
-103049.34082775297,6.60466495,30.37645495,4.02009655
-102330.24209724099,6.60466495,30.37645495,4.02009655
-101616.16138023663,6.60466495,30.37645495,4.02009655
-100907.06366004657,6.60466495,30.37645495,4.02009655
-100202.91416433152,6.60466495,30.37645495,4.02009655
-99503.67836339989,6.60466495,30.37645495,4.02009655
-98809.3219685153,6.60466495,30.37645495,4.02009655
-98119.81093021497,6.60466495,30.37645495,4.02009655
-97435.11143664004,6.60466495,30.37645495,4.02009655
-96755.18991187752,6.60466495,30.37645495,4.02009655
-96080.01301431353,6.60466495,30.37645495,4.02009655
-95409.54763499924,6.60466495,30.37645495,4.02009655
-94743.76089602603,6.60466495,30.37645495,4.02009655
-94082.62014891401,6.60466495,30.37645495,4.02009655
-93426.09297301088,6.60466495,30.37645495,4.02009655
-92774.14717390206,6.60466495,30.37645495,4.02009655
-92126.75078183183,6.60466495,30.37645495,4.02009655
-91483.87205013628,6.60466495,30.37645495,4.02009655
-90845.47945368549,6.60466495,30.37645495,4.02009655
-90211.5416873383,6.60466495,30.37645495,4.02009655
-89582.02766440704,6.60466495,30.37645495,4.02009655
-88956.90651513313,6.60466495,30.37645495,4.02009655
-88336.14758517328,6.60466495,30.37645495,4.02009655
-87719.72043409609,6.60466495,30.37645495,4.02009655
-87107.59483389006,6.60466495,30.37645495,4.02009655
-86499.74076748024,6.60466495,30.37645495,4.02009655
-85896.12842725693,6.60466495,30.37645495,4.02009655
-85296.72821361385,6.60466495,30.37645495,4.02009655
-84701.51073349665,6.60466495,30.37645495,4.02009655
-84110.44679896135,6.60466495,30.37645495,4.02009655
-83523.50742574375,6.60466495,30.37645495,4.02009655
-82940.6638318371,6.60466495,30.37645495,4.02009655
-82361.88743608132,6.60466495,30.37645495,4.02009655
-81787.1498567614,6.60466495,30.37645495,4.02009655
-81216.42291021552,6.60466495,30.37645495,4.02009655
-80649.67860945305,6.60466495,30.37645495,4.02009655
-80086.88916278195,6.60466495,30.37645495,4.02009655
-79528.02697244662,6.60466495,30.37645495,4.02009655
-78973.06463327359,6.60466495,30.37645495,4.02009655
-78421.9749313283,6.60466495,30.37645495,4.02009655
-77874.73084258035,6.60466495,30.37645495,4.02009655
-77331.30553157846,6.60466495,30.37645495,4.02009655
-76791.67235013426,6.60466495,30.37645495,4.02009655
-76255.8048360162,6.60466495,30.37645495,4.02009655
-75723.67671165096,6.60466495,30.37645495,4.02009655
-75195.26188283546,6.60466495,30.37645495,4.02009655
-74670.53443745719,6.60466495,30.37645495,4.02009655
-74149.46864422345,6.60466495,30.37645495,4.02009655
-73632.03895139966,6.60466495,30.37645495,4.02009655
-73118.21998555612,6.60466495,30.37645495,4.02009655
-72607.98655032441,6.60466495,30.37645495,4.02009655
-72101.31362516091,6.60466495,30.37645495,4.02009655
-71598.17636412046,6.60466495,30.37645495,4.02009655
-71098.55009463786,6.60466495,30.37645495,4.02009655
-70602.41031631794,6.60466495,30.37645495,4.02009655
-70109.73269973398,6.60466495,30.37645495,4.02009655
-69620.49308523531,6.60466495,30.37645495,4.02009655
-69134.66748176161,6.60466495,30.37645495,4.02009655
-68652.2320656671,6.60466495,30.37645495,4.02009655
-68173.16317955212,6.60466495,30.37645495,4.02009655
-67697.43733110305,6.60466495,30.37645495,4.02009655
-67225.03119194011,6.60466495,30.37645495,4.02009655
-66755.92159647406,6.60466495,30.37645495,4.02009655
-66290.08554076924,6.60466495,30.37645495,4.02009655
-65827.50018141622,6.60466495,30.37645495,4.02009655
-65368.1428344114,6.60466495,30.37645495,4.02009655
-64911.99097404462,6.60466495,30.37645495,4.02009655
-64459.02223179461,6.60466495,30.37645495,4.02009655
-64009.214395231946,6.60466495,30.37645495,4.02009655
-63562.545406930345,6.60466495,30.37645495,4.02009655
-63118.993363384194,6.60466495,30.37645495,4.02009655
-62678.536513935054,6.60466495,30.37645495,4.02009655
-62241.153259704864,6.60466495,30.37645495,4.02009655
-61806.82215253682,6.60466495,30.37645495,4.02009655
-61375.5218939435,6.60466495,30.37645495,4.02009655
-60947.231334062904,6.60466495,30.37645495,4.02009655
-60521.929470620606,6.60466495,30.37645495,4.02009655
-60099.59544790033,6.60466495,30.37645495,4.02009655
-59680.20855572111,6.60466495,30.37645495,4.02009655
-59263.748228421755,6.60466495,30.37645495,4.02009655
-58850.19404385232,6.60466495,30.37645495,4.02009655
-58439.52572237256,6.60466495,30.37645495,4.02009655
-58031.72312585791,6.60466495,30.37645495,4.02009655
-57626.76625671133,6.60466495,30.37645495,4.02009655
-57224.63525688303,6.60466495,30.37645495,4.02009655
-56825.31040689668,6.60466495,30.37645495,4.02009655
-56428.77212488233,6.60466495,30.37645495,4.02009655
-56035.00096561611,6.60466495,30.37645495,4.02009655
-55643.977619567115,6.60466495,30.37645495,4.02009655
-55255.68291194982,6.60466495,30.37645495,4.02009655
-54870.097801784286,6.60466495,30.37645495,4.02009655
-54487.20338096229,6.60466495,30.37645495,4.02009655
-54106.98087332016,6.60466495,30.37645495,4.02009655
-53729.41163371798,6.60466495,30.37645495,4.02009655
-53354.477147125246,6.60466495,30.37645495,4.02009655
-52982.15902771332,6.60466495,30.37645495,4.02009655
-52612.43901795319,6.60466495,30.37645495,4.02009655
-52245.29898772061,6.60466495,30.37645495,4.02009655
-51880.72093340694,6.60466495,30.37645495,4.02009655
-51518.6869770363,6.60466495,30.37645495,4.02009655
-51159.179365388736,6.60466495,30.37645495,4.02009655
-50802.18046913012,6.60466495,30.37645495,4.02009655
-50447.672781947,6.60466495,30.37645495,4.02009655
-50095.63891968856,6.60466495,30.37645495,4.02009655
-49746.061619513996,6.60466495,30.37645495,4.02009655
-49398.92373904607,6.60466495,30.37645495,4.02009655
-49054.208255530444,6.60466495,30.37645495,4.02009655
-48711.89826500082,6.60466495,30.37645495,4.02009655
-48371.97698145044,6.60466495,30.37645495,4.02009655
-48034.42773600833,6.60466495,30.37645495,4.02009655
-47699.23397612229,6.60466495,30.37645495,4.02009655
-47366.37926474712,6.60466495,30.37645495,4.02009655
-47035.84727953858,6.60466495,30.37645495,4.02009655
-46707.6218120529,6.60466495,30.37645495,4.02009655
-46381.686766952305,6.60466495,30.37645495,4.02009655
-46058.0261612152,6.60466495,30.37645495,4.02009655
-45736.624123352805,6.60466495,30.374526117387752,4.02009655
-45417.46489263069,6.60466495,30.372103848072992,4.02009655
-45100.532818296,6.604751920695451,30.367222290749247,4.02009655
-44785.8123588099,6.604954859288204,30.33672150180327,4.02009655
-44473.288081085426,6.605156381735224,30.28169404884129,4.02009655
-44162.94465973101,6.605139762506965,30.16724622841013,4.02009655
-43854.766876298454,6.604700394369918,30.119425701217985,4.02009655
-43548.73961853698,6.6042640922308395,30.099960152689704,4.02009655
-43244.84787965211,6.604272650478915,30.098457544054032,4.019877373447321
-42943.076757569725,6.604477692129189,30.095996832644474,4.019653215121666
-42643.41145420527,6.604681302958177,30.07264244642674,4.019430621017249
-42345.83727473841,6.6028104939316306,30.04450389566128,4.0192095802186225
-42050.33962689194,6.599875886754105,29.904948714107327,4.018990081886512
-41756.904020216505,6.594104708962387,29.844211260795653,4.01877211525728
-41465.51606538001,6.592422587832669,29.78226297652968,4.0185556696424
-41176.161473461965,6.59157297107957,29.669703026037965,4.006085869731552
-40888.826055252786,6.588691388750543,29.611783211647865,4.001470203932293
-40603.49572055794,6.584810035638934,29.527437861276724,3.9989703178096696
-40320.15647750732,6.583371650377119,29.292854421872107,3.9982956735914588
-40038.794431868584,6.57360908919263,28.957113160199004,3.997625737174355
-39759.395786366214,6.564268270893582,28.865774009329968,3.9969604757063895
-39481.9468400048,6.538791422978632,28.581092179853908,3.99629985656484
-39206.433987397184,6.52913573031333,28.502352170907237,3.995643847354632
-38932.84371809723,6.5193918087119584,28.478794241468233,3.9949924159067516
-38661.16261593763,6.507388033507664,28.451363071545163,3.9837956749105308
-38391.37735837148,6.504023376825943,28.226754174772694,3.978940676564819
-38123.47471581934,6.486574304615412,27.914707029060654,3.965738784912148
-37857.441551020405,6.475631884051536,27.78100920830307,3.959511046726105
-37593.264818388285,6.443443703798506,27.637913336662365,3.958618845581521
-37330.93156337118,6.435231747411292,27.216907135403805,3.958369773070617
-37070.42892181698,6.413700617392859,26.929232784161858,3.9581224386370746
-36811.744119341914,6.383149396143413,26.732578891265064,3.9577767091821157
-36554.8644707045,6.363566337142407,26.495788267667614,3.95718872769936
-36299.777379183375,6.350292719985998,26.38491155439449,3.957367488087591
-36046.47033595959,6.329808263503842,26.181047294883765,3.951431370751803
-35794.930919503226,6.292810420191158,26.053986497917066,3.9217051754528636
-35545.14679496418,6.259543388749586,25.94457040633116,3.915633668432687
-35297.1057135676,6.245279471476513,25.793423184335726,3.90509141868051
-35050.7955120128,6.215576983396704,25.436681302181036,3.885279806336853
-34806.20411187709,6.180898191145667,25.267950506346043,3.880360418894098
-34563.31951902338,6.171638470086879,25.149672567734093,3.8595859818977205
-34322.129823012096,6.156198208681072,25.07000874565205,3.8561783095861255
-34082.623196516965,6.143514327926366,24.85474386608949,3.8540943078087406
-33844.78789474536,6.106343791936974,24.702400443347987,3.8496088238400836
-33608.612254861946,6.102767777741713,24.510650212025073,3.844022290319104
-33374.084695417034,6.0681720268141595,24.335613713198484,3.838204913297311
-33141.19371577857,6.064567820065086,24.204731966987172,3.8349430393794934
-32909.9278955682,6.036681016211593,24.0622943744586,3.831339777519707
-32680.275894101254,6.020102395564699,23.95711654453992,3.8313683592750323
-32452.226449830505,6.017700138608183,23.845101162442297,3.826326018218954
-32225.768379794263,6.020005883052578,23.687435896299704,3.815491524087733
-32000.890579067545,6.006783316203446,23.65496991900366,3.7915034422651135
-31777.58202021782,5.996629136950286,23.548124357300296,3.7865930885133103
-31555.83175276415,5.956639233778482,23.493033547720444,3.766668910500977
-31335.62890264023,5.9359973674427025,23.493301549653665,3.7647791451407686
-31116.962671661095,5.93432842364422,23.469952318183996,3.7605751538054633
-30899.822336993824,5.930975138185541,23.36659802587643,3.760219021933142
-30684.197250631376,5.916775161573858,23.287213061637054,3.7591790267350302
-30470.076838870667,5.904586949467044,23.22229137027182,3.7542653704826767
-30257.450601794022,5.9047368020063296,23.19903929980059,3.739674563484237
-30046.308112754257,5.887893383639619,23.098236258421114,3.7332298840490714
-29836.639017863414,5.8858739373769735,22.969206179093113,3.732735655700555
-29628.433035484944,5.886761485068292,22.841458995325546,3.729144918266137
-29421.679955729796,5.887031270026769,22.804039614441244,3.726461831318329
-29216.369639955345,5.885882797261,22.787480028109073,3.727590237883825
-29012.492020268506,5.885787874616658,22.730033359216,3.710574983645101
-28810.037099031928,5.885864257279189,22.699718289261,3.6985433042578157
-28608.994948373776,5.885293408128059,22.697199874529513,3.6948959165713267
-28409.355709700794,5.873141444228345,22.63195830265055,3.6963843206266036
-28211.10959321514,5.871165040491215,22.538468066470713,3.6969369839839215
-28014.24687743393,5.86806501844582,22.530439457073694,3.69426488308637
-27818.757908712778,5.866815867212254,22.503900579546688,3.6928601527546805
-27624.633100772353,5.856961202240083,22.430002669669975,3.6918313703253816
-27431.862934228266,5.8555231696595715,22.396957545488082,3.690985669409075
-27240.43795612429,5.847565224923551,22.390773515348556,3.686791333596851
-27050.34877946874,5.845951288776184,22.381254621224876,3.6779320692174577
-26861.586082774385,5.839664219657636,22.3498626828551,3.671789627039538
-26674.140609601025,5.836417895055025,22.298994825855072,3.6675475877998784
-26488.00316810178,5.831367327999048,22.262291855173686,3.656081876657004
-26303.164630572297,5.830645708334365,22.24922775094584,3.653045065719171
-26119.615933003162,5.830672890208902,22.147113278517093,3.6442530597880767
-25937.34807463536,5.830670047036627,22.043697990294323,3.6365497589893794
-25756.352117519113,5.826163209331227,22.011633822508195,3.6363725479982727
-25576.619186075273,5.826015731843757,21.880620566230704,3.6365318351774807
-25398.140466660298,5.818844621099455,21.83070227909967,3.6359793955955158
-25220.90720713399,5.814914111898322,21.78448155492103,3.6361038689003022
-25044.910716430328,5.814695199570564,21.77450921368277,3.6357310911761296
-24870.142364131265,5.81456824758683,21.76722163782876,3.6353853766802713
-24696.593580043485,5.814187565942404,21.755063498950257,3.6351212766689867
-24524.255853778315,5.813907177125393,21.748861279056626,3.6348590195999404
-24353.120734334123,5.813806741631643,21.711617923949888,3.6345985926127162
-24183.17982968209,5.8137299627094485,21.70368765027129,3.6344264670804463
-24014.424806354626,5.813653719565795,21.677475741173787,3.6348737717555077
-23846.847389036746,5.81183814388144,21.675826032665256,3.6302547697475616
-23680.4393601602,5.810923859509928,21.672214380807958,3.597178267064199
-23515.192559500694,5.810337823109908,21.63747423206595,3.5902028871233442
-23351.098883777468,5.809053454354189,21.628951441423215,3.588064555598554
-23188.1502862561,5.805112481244538,21.624966104414984,3.584852392943184
-23026.338776353878,5.798158363571816,21.570216693423443,3.584201506512643
-22865.656419247956,5.797262348317967,21.553393097414318,3.5835511464158194
-22706.09533548627,5.797469299566727,21.54282913973707,3.582467642659815
-22547.647700601065,5.79583193700702,21.532029804549573,3.5817710462175776
-22390.305744725432,5.795020114179085,21.505146287096583,3.582277054513598
-22234.061752211986,5.793842344764779,21.492040495438886,3.5826771736658207
-22078.908061254708,5.793923651251148,21.473227014613343,3.583065483220906
-21924.83706351318,5.78862009307931,21.45904001973454,3.5812568185339493
-21771.84120373949,5.787123350369976,21.449087613004625,3.5805624254764057
-21619.912979407698,5.779154583294766,21.448801933022576,3.5784376142803267
-21469.04494034612,5.779120978199567,21.448518246572082,3.577708164061652
-21319.229688371706,5.774360093497944,21.41780974038939,3.5774724512789273
-21170.459876927434,5.77416406938143,21.372211164486018,3.5775720878685537
-21022.728210722024,5.767474919535006,21.372039207479347,3.5776710291743044
-20876.02744537218,5.7610626894028005,21.36335663927487,3.577769280048008
-20730.350387047303,5.7601963466439035,21.337735235683926,3.5778668453076357
-20585.689892116905,5.756035933207481,21.296225174158984,3.5779637297375384
-20442.038866800034,5.7398970421961835,21.2876804582493,3.578059938088682
-20299.390266817594,5.748588470510323,21.279159193360748,3.5742035973339314
-20157.737097046866,5.746908054302551,21.249371916328535,3.5711512583352856
-20017.072411178477,5.733684970588948,21.238417596572578,3.5701063967100817
-19877.389311375784,5.733688022106835,21.22266835037598,3.5690688263364487
-19738.680947936577,5.733228896357205,21.222409963100088,3.568038496334588
-19600.940518957344,5.73266877000966,21.22161130049525,3.5670153561797506
-19464.16126999948,5.729964375020107,21.218548695955192,3.5665142766967675
-19328.33649375824,5.728769598135412,21.216361858792613,3.56622927520655
-19193.459529733773,5.726978014030806,21.211510038871065,3.565946262513234
-19059.523763904526,5.722310437688226,21.20997501192486,3.5656652247386016
-18926.522628402847,5.726626074483655,21.209968938360173,3.565386148101278
-18794.449601193097,5.7221106316481185,21.207995555340794,3.565109018916059
-18663.298205751573,5.718248208963003,21.208704353738153,3.5648338235932364
-18533.062010749072,5.720666480496708,21.187702869518674,3.5645605486379366
-18403.734629735492,5.720810168086845,21.162474645476504,3.56413659783924
-18275.309720826634,5.716507554887401,21.12099638645108,3.5633175711542453
-18147.780986393234,5.716205480363084,21.11694449552995,3.5631451863676893
-18021.14217275209,5.7135725406662,21.107909081266413,3.563474360497836
-17895.387069859557,5.713434989579195,21.083311623608406,3.563329797829135
-17770.509511006792,5.714963543173564,21.02057199656169,3.563164608098769
-17646.50337251751,5.7121507133167135,21.012773794796335,3.563000571095091
-17523.36257344764,5.710315583203461,20.993757048184232,3.562837678774146
-17401.081075287166,5.706185361426785,20.933194758512645,3.562675923148111
-17279.652881663937,5.69757907388057,20.83081262003058,3.5625152962849036
-17159.07203804979,5.696480271713522,20.71743833169848,3.562463518879776
-17039.332631468336,5.69509494272715,20.699871185636365,3.562418723445663
-16920.428790205144,5.688802197805844,20.653726123369037,3.56237424060297
-16802.35468351976,5.688493103057453,20.576731310526334,3.5623300681703727
-16685.104521359797,5.6880734883165225,20.543343194604507,3.5622862039817673
-16568.672554077017,5.687775158406008,20.430056488466793,3.5622426458861662
-16453.053072145307,5.687497529473691,20.432171454304765,3.5621993917475923
-16338.240405880882,5.684855827529774,20.41869871100458,3.5621564394449723
-16224.228925164025,5.681853304203228,20.39787560860354,3.562113786872036
-16111.013039163141,5.684073030166489,20.328126493188872,3.5620714319372095
-15998.587196060573,5.686507450694046,20.261264659827408,3.5620293725635155
-15886.945882780345,5.677771297042115,20.22598367635223,3.56198760668847
-15776.083624717785,5.679846142723208,20.16175461287107,3.5619461322639805
-15665.994985471196,5.676917354071981,20.060941138901228,3.561904947256248
-15556.674566575075,5.676166830708168,20.017040697298388,3.5618640496456644
-15448.117007235509,5.66561116723263,19.95455158374843,3.5618234374267157
-15340.31698406727,5.661290830183772,19.87705890275223,3.5617831086078824
-15233.26921083277,5.6610853790519515,19.76721038976323,3.5617430612115424
-15126.968438182832,5.662159856724374,19.657258738242266,3.5617032932738737
-15021.409453399248,5.661183297186949,19.5288947229155,3.5616638028447585
-14916.587080139287,5.658675337095434,19.36130608739714,3.5616245879876867
-14812.496178181662,5.655136422675722,19.247934017671543,3.5615856467796623
-14709.13164317461,5.654374566153094,19.201013611742912,3.561546977311108
-14606.488406385544,5.653660072196225,19.11679832213832,3.5615085776857716
-14504.561434452495,5.653912480768515,18.960906533315516,3.5614704460206337
-14403.345729137263,5.655118007657193,18.936612968462875,3.561432580445815
