,ZTFID,fcqfid,bl_pre,bl_post,Consistent,Warning,Missing_pre,Missing_post,N_pre_peak,N_post_peak
322,ZTF19acazbqm,16941121,-909.166425384475,,0,,0,1,15,0
323,ZTF19acazbqm,16941122,-81.7311873264034,,0,,0,1,35,0
324,ZTF19acgbzam,5041421,8.29488572845874,-2.21471958353264,-1,,0,0,79,27
325,ZTF19acgbzam,5041422,7.07566106881177,9.7624598138407,1,,0,0,89,31
326,ZTF19acgbzam,5041423,,3.027912562627185,0,,1,0,0,20
327,ZTF19acgbzam,15500621,7.56046951447726,,0,,0,1,11,0
328,ZTF19acgbzam,15500622,-8.180758412215145,,0,,0,1,20,0
329,ZTF19aaugoig,6231031,0.9307498984084303,13.1593563122015,-1,,0,0,68,112
330,ZTF19aaugoig,6231032,-3.88351699178345,-13.9346918575178,-1,,0,0,87,185
331,ZTF19aaugoig,6231033,,-13.4274763288704,0,,1,0,2,38
332,ZTF19aaugoig,16680311,-17.6158240166807,-21.780739843751547,1,,0,0,8,6
333,ZTF19aaugoig,16680312,-8.893073606367052,-19.61723087124135,1,,0,0,8,4
334,ZTF19acclzaw,6840621,19.9359300631969,17.1636841673414,1,,0,0,465,86
335,ZTF19acclzaw,6840622,38.2283438632114,-15.7396826025692,-1,,0,0,728,80
336,ZTF19acclzaw,6840623,-37.346697806739,-50.7721523830943,1,,0,0,43,35
337,ZTF19acclzaw,16821521,-4.816092054580424,4.92365519485304,1,,0,0,14,15
338,ZTF19acclzaw,16821522,-14.6409129097512,-90.87602161200495,-1,,0,0,25,6
339,ZTF19achtewn,6661411,4.43414430007374,15.0513816356693,-1,,0,0,57,87
340,ZTF19achtewn,6661412,21.3700026453337,30.96219034961055,-1,,0,0,259,160
341,ZTF19achtewn,6661413,-3.3273235493178746,31.8779560740086,-1,,0,0,12,33
342,ZTF19achtewn,7100231,-12.6437611574247,-12.343264479934401,1,,0,0,85,114
343,ZTF19achtewn,7100232,17.01891046288575,38.0688313836603,-1,,0,0,86,175
344,ZTF19achtewn,7100233,,-30.4443919622166,0,,1,0,2,33
345,ZTF19achtewn,17080932,-22.631979897742,,0,,0,1,16,0
346,ZTF19achtewn,17091222,-5.362648417313195,,0,,0,1,18,0
347,ZTF19aamhhyo,6740501,5.35742672599208,-1.17405402163443,1,,0,0,57,175
348,ZTF19aamhhyo,6740502,4.815108587550765,-0.2571182538538205,1,,0,0,54,254
349,ZTF19aamhhyo,6740503,6.07323592595176,13.1063500040142,1,,0,0,13,65
350,ZTF19aamhhyo,6750811,2.11717878479678,3.29627610456785,1,,0,0,66,197
351,ZTF19aamhhyo,6750812,-4.65512689664595,3.69651112645522,-1,,0,0,62,277
352,ZTF19aamhhyo,6750813,-0.3096535747775675,2.30766433087657,1,,0,0,16,63
353,ZTF19aamhhyo,16721412,,-236.98859887715952,0,,1,0,2,10
354,ZTF19abqqcyo,3891421,-4.25474513550436,10.6775618107327,-1,,0,0,41,47
355,ZTF19abqqcyo,3891422,8.12544381428892,12.729948401141499,1,,0,0,63,188
356,ZTF19aauvjws,6721531,-28.077491801359,-30.415080368435,1,,0,0,95,161
357,ZTF19aauvjws,6721532,-8.99823710244949,13.5814169462294,-1,,0,0,108,225
358,ZTF19aauvjws,6721533,12.02392349457335,-4.064256718863345,1,,0,0,10,42
359,ZTF19abfaqqo,7910421,-3.20556199470068,-2.2476101553046552,1,,0,0,236,178
360,ZTF19abfaqqo,7910422,7.5942410997682,2.59831644918948,-1,,0,0,221,170
361,ZTF19abfaqqo,7910423,0.129041546317275,7.01855420816572,1,,0,0,21,43
362,ZTF19abfaqqo,17931132,-16.0640632005394,23.6532301560531,1,,0,0,10,4
363,ZTF19aapafqd,6791601,4.83078589382328,1.96998780135819,1,,0,0,344,181
364,ZTF19aapafqd,6791602,12.43003013848,5.43668182440284,-1,,0,0,225,205
365,ZTF19aapafqd,6791603,3.1506291521006697,-9.11362677317416,1,,0,0,18,55
366,ZTF19aapafqd,7220421,9.866280408015616,10.004969327458099,1,,0,0,354,226
367,ZTF19aapafqd,7220422,0.0647498889443021,-6.06767171743144,-1,,0,0,337,229
368,ZTF19aapafqd,7220423,5.48534152133344,6.16922299271007,1,,0,0,21,57
369,ZTF19aalfsqm,6321401,13.1917684111068,-11.1242235530532,-1,,0,0,35,222
370,ZTF19aalfsqm,6321402,2.01135976004498,14.0078573087975,-1,,0,0,38,291
371,ZTF19aalfsqm,6321403,-12.7981770251244,3.86520152227479,1,,0,0,23,81
372,ZTF19aalfsqm,16770801,-7.67159879849589,-41.3333643392689,-1,,0,0,3,7
373,ZTF19aalfsqm,16770802,-20.3631207555971,-48.453985729078255,1,,0,0,9,6
374,ZTF19aaniore,8241021,17.822033664113597,21.79666988616175,1,,0,0,350,274
375,ZTF19aaniore,8241022,5.35360151792709,8.629129294664779,1,,0,0,355,258
376,ZTF19aaniore,8241023,-19.6934391880827,-20.112958302731002,1,,0,0,22,64
377,ZTF19aaniore,18550332,-543.450625812248,-557.1512244003679,1,,0,0,5,12
378,ZTF19abrlvij,7960231,3.898989951813645,4.99443585701857,1,,0,0,492,327
379,ZTF19abrlvij,7960232,5.779316131592765,1.124363573453715,-1,,0,0,506,326
380,ZTF19abrlvij,7960233,-0.49631092078418354,-3.82057207934741,1,,0,0,32,59
381,ZTF19abzprpk,6020701,1.79502676924616,-4.36632893278804,1,,0,0,53,100
382,ZTF19abzprpk,6020702,-16.0810425210704,-33.0671313793342,-1,,0,0,65,166
383,ZTF19abzprpk,6020703,-5.98843074951328,-24.35166187738765,-1,,0,0,22,42
384,ZTF19abzprpk,15981501,-26.5369657061359,,0,,0,1,31,0
385,ZTF19abzprpk,15981502,15.763786892784001,,0,,0,1,32,0
386,ZTF19abzprpk,15981503,,-101.500297693551,0,,1,0,0,5
387,ZTF19acgjohb,5710721,9.282718469060725,25.06958561697045,-1,,0,0,50,74
388,ZTF19acgjohb,5710722,7.31688009460629,-2.06847396634984,1,,0,0,60,103
389,ZTF19acgjohb,5710723,,-4.93599642234124,0,,1,0,2,20
390,ZTF19acgjohb,15661421,,,0,,1,1,0,2
391,ZTF19acgjohb,15661422,-45.6347297652808,,0,,0,1,15,0
392,ZTF19acchink,4000131,-1.38814786951124,-1.7975640666400399,1,,0,0,79,68
393,ZTF19acchink,4000132,-1.5533577639719258,-0.55839390696315,1,,0,0,82,85
394,ZTF19acchink,4010421,-1.7433708573187299,-8.68519962860494,1,,0,0,82,67
395,ZTF19acchink,4010422,1.8368734354623182,-8.27224274833256,1,,0,0,88,75
396,ZTF19acchink,13941221,-187.2612963042175,,0,,0,1,4,0
397,ZTF19acchink,13941222,-481.17552137415,,0,,0,1,4,0
398,ZTF19abfsxpw,5340431,-5.51949131371305,-9.380914260263404,1,,0,0,43,192
399,ZTF19abfsxpw,5340432,-2.25247519468285,13.3439493455833,-1,,0,0,58,215
400,ZTF19abfsxpw,5340433,-3.85063296729532,-23.42604068512365,-1,,0,0,21,38
401,ZTF19abyjjxp,4621121,-15.21236398877125,6.370756483691165,1,,0,0,44,10
402,ZTF19abyjjxp,4621122,-12.4880996092799,-25.779528959144102,1,,0,0,281,16
403,ZTF19abyjjxp,15090421,-447.076497311613,,0,,0,1,7,0
404,ZTF19abyjjxp,15090422,-897.8552390944395,,0,long rise,0,1,10,0
405,ZTF19abiqfxi,2950431,2.97725032016966,6.31070171285047,1,,0,0,63,27
406,ZTF19abiqfxi,2950432,-11.3081368401862,-2.70602352536831,-1,,0,0,64,26
407,ZTF19abiqfxi,2950433,-16.98712500902055,-10.95365709146458,1,,0,0,14,12
408,ZTF19abiqfxi,12871031,,-8.728055048346725,0,,1,0,0,14
409,ZTF19abqimia,3880911,5.77879280835531,-14.53617574565095,-1,,0,0,34,58
410,ZTF19abqimia,3880912,-12.8978597425973,-24.4056578319598,-1,,0,0,66,325
411,ZTF19abqimia,3880913,,6.10933796149355,0,,1,0,0,18
412,ZTF19abgbkwv,4281301,4.38316233769775,1.383016121043,1,,0,0,29,61
413,ZTF19abgbkwv,4281302,2.2981083319058753,9.468772290924129,1,,0,0,56,290
414,ZTF19abgbkwv,4800431,-8.29828892021663,-1.78788721583439,1,,0,0,45,108
415,ZTF19abgbkwv,4800432,-10.578254424771,-12.0689937328852,1,,0,0,59,244
416,ZTF19abgbkwv,4800433,-1.99258578612466,3.3665552286743203,1,,0,0,13,30
417,ZTF19acewotx,6020521,6.51819112075915,18.3217465143646,1,,0,0,61,37
418,ZTF19acewotx,6020522,-0.531975204125977,9.21081092736394,1,,0,0,71,68
419,ZTF19acewotx,6020523,12.0500414745174,30.543335684324,1,,0,0,26,10
420,ZTF19acbmwtc,5661201,-28.35295856228695,-12.8981016382779,-1,,0,0,42,77
421,ZTF19acbmwtc,5661202,49.2619627622358,51.006640500609095,1,,0,0,53,138
422,ZTF19acbmwtc,5661203,,-13.2965486179096,0,,1,0,0,21
423,ZTF19acbmwtc,16110111,-116.8601328001815,,0,,0,1,8,0
424,ZTF19acbmwtc,16110112,-97.02467878022196,,0,,0,1,10,0
425,ZTF19abimzvh,7361311,-8.02777826372012,-27.71928194810455,-1,,0,0,195,94
426,ZTF19abimzvh,7361312,-2.9986518373715203,-6.8265551785155,1,,0,0,244,137
427,ZTF19abimzvh,7361313,-5.57847860423044,-12.7368898535256,-1,,0,0,17,51
428,ZTF19abimzvh,7730331,12.8643835120046,13.6147440193599,1,,0,0,53,101
429,ZTF19abimzvh,7730332,-12.2969328057325,-8.88860374798721,1,,0,0,65,129
430,ZTF19abimzvh,17740921,-168.268754591393,,0,,0,1,14,0
431,ZTF19abimzvh,17740922,-210.827584061982,,0,,0,1,33,0
432,ZTF19abimzvh,17751221,-120.459354964523,,0,,0,1,20,0
433,ZTF19abimzvh,17751222,-285.0253652795325,,0,,0,1,40,0
434,ZTF19aapvogv,4270421,4.31876245307058,-12.1673383274439,-1,,0,0,33,62
435,ZTF19aapvogv,4270422,-3.07107472933488,1.59113848202364,1,,0,0,45,228
436,ZTF19aapvogv,4270423,-16.974306815739524,-20.63963213464435,1,,0,0,6,12
437,ZTF19acifuyf,6131121,14.9571976857453,8.33708088423347,1,,0,0,49,21
438,ZTF19acifuyf,6131122,8.215509441414675,6.79886325677798,1,,0,0,68,85
439,ZTF19acifuyf,16580411,0.656902140550603,,0,,0,1,11,0
440,ZTF19acifuyf,16580412,-29.11617960349145,,0,,0,1,16,0
441,ZTF19aaneugz,5720711,-10.416869067608955,3.35217719468394,1,,0,0,24,95
442,ZTF19aaneugz,5720712,-119.309040841811,-41.2963400039665,-1,,0,0,28,124
443,ZTF19aaneugz,15671421,,-289.730511263435,0,,1,0,0,11
444,ZTF19aaneugz,15671422,84.57941734815921,-42.1775093993714,-1,,0,0,4,19
445,ZTF19acgdfjt,7830721,8.353391764563069,1.14948952126609,1,,0,0,102,17
446,ZTF19acgdfjt,7830722,73.69951081403585,107.611171923831,-1,long rise,0,0,132,46
447,ZTF19acgdfjt,7830723,,-14.495884671110879,0,,1,0,0,16
448,ZTF19aceqjqw,6161121,-8.13425386246268,-29.8012975069106,-1,,0,0,45,26
449,ZTF19aceqjqw,6161122,-32.113168014739,-68.8914618399759,-1,,0,0,125,93
450,ZTF19aceqjqw,6161123,,-100.132846673984,0,,1,0,0,9
451,ZTF19aceqjqw,16610411,-31.777043359509697,,0,,0,1,6,0
452,ZTF19aceqjqw,16610412,-31.3852182302208,,0,,0,1,9,0
453,ZTF19aanqzhm,8400531,-11.00719040174555,-2.80810919579511,-1,,0,0,60,213
454,ZTF19aanqzhm,8400532,10.693866564192174,10.50337330386,1,,0,0,66,217
455,ZTF19aanqzhm,8400533,-48.87833851633625,0.918080976568735,1,,0,0,4,22
456,ZTF19aanqzhm,8410821,-3.58052179052521,-0.393531194415903,1,,0,0,65,231
457,ZTF19aanqzhm,8410822,-7.7982202518032,-15.0643990558436,1,,0,0,67,237
458,ZTF19abpyqog,7671631,-5.75995783641983,-2.91165212996492,1,,0,0,63,102
459,ZTF19abpyqog,7671632,7.72380112291186,6.6206562864874,1,,0,0,319,101
460,ZTF19abpyqog,18030721,-28.8938273773949,,0,,0,1,13,0
461,ZTF19abpyqog,18030722,-35.1993850252301,,0,,0,1,37,0
462,ZTF19abqyoxt,8140801,8.69675557060293,9.035271579990258,1,,0,0,134,126
463,ZTF19abqyoxt,8140802,-7.54665057529081,-10.0403599883754,1,,0,0,137,131
464,ZTF19abqyoxt,8140803,,8.323155261962766,0,,1,0,0,22
465,ZTF19abqyoxt,18171322,13.279677024500755,,0,,0,1,4,0
466,ZTF19abqyoxt,18181611,-320.384155562795,,0,,0,1,7,0
467,ZTF19abqyoxt,18181612,-307.9062986577245,,0,long rise,0,1,14,0
468,ZTF19aalztms,6811021,3.441603070054605,1.488248158435695,1,,0,0,392,448
469,ZTF19aalztms,6811022,-2.099989149764555,-7.93633604434115,-1,,0,0,386,456
470,ZTF19aalztms,6811023,-3.7890393985814352,3.10695152229556,1,,0,0,24,86
471,ZTF19aalztms,17220101,,,0,,1,1,2,0
472,ZTF19aalztms,17220102,-12.6372161760974,-21.9206485570211,1,,0,0,15,7
473,ZTF19aalztms,17230411,,,0,,1,1,2,0
474,ZTF19aalztms,17230412,-18.8917506726524,,0,,0,1,15,0
475,ZTF19aaqtcmy,7950801,36.26740358313135,-33.44742105590285,-1,long decline,0,0,278,296
476,ZTF19aaqtcmy,7950802,-200.13883027283902,-259.859094585734,-1,long rise,0,0,220,283
477,ZTF19aaqtcmy,7950803,-28.7821320108012,-110.97975401336001,-1,long rise,0,0,13,70
478,ZTF19aaqtcmy,17971312,-212.252879791233,-302.220164418597,-1,,0,0,9,9
479,ZTF19aaqtcmy,17981612,-111.1107146705375,,0,,0,1,6,0
480,ZTF19aceqlxc,4631021,-9.49995743002598,-11.9733104539443,1,,0,0,41,5
481,ZTF19aceqlxc,4631022,1.76030551039919,16.76178729712685,-1,,0,0,280,26
482,ZTF19aceqlxc,4631023,,,0,,1,1,0,0
483,ZTF19aceqlxc,15100321,,,0,,1,1,0,0
484,ZTF19aceqlxc,15100322,-1019.80822496377,,0,,0,1,5,0
485,ZTF19aavmgtv,6291631,-2.8710551714645,-24.7141599085706,1,,0,0,42,152
486,ZTF19aavmgtv,6291632,-60.7563650188082,10.097126088850835,-1,long rise,0,0,37,184
487,ZTF19aavmgtv,6291633,-50.6340620591207,57.040887054497404,-1,,0,0,9,42
488,ZTF19aavmgtv,16730622,-53.9478070001735,44.847742613826796,1,,0,0,3,14
489,ZTF19aavmgtv,16730623,,,0,,1,1,0,0
490,ZTF19ablqnuw,3981201,-3.59866830259931,-3.74404979325264,1,,0,0,73,100
491,ZTF19ablqnuw,3981202,-9.714414800648761,-0.710703555710934,1,,0,0,80,63
492,ZTF19ablqnuw,14420211,3.9869633469905494,-27.0450238953607,1,,0,0,6,10
493,ZTF19ablqnuw,14420212,-104.271628133324,-88.4826411537179,1,,0,0,10,4
494,ZTF19acgjojy,5201301,6.36351687636519,-4.16029870888376,-1,,0,0,35,67
495,ZTF19acgjojy,5201302,6.84267847300942,-3.30944911550977,1,,0,0,47,89
496,ZTF19acgjojy,5201303,,1.1464395573012132,0,,1,0,2,18
497,ZTF19acgjojy,5710231,14.0166326267089,8.716360532200435,1,,0,0,47,74
498,ZTF19acgjojy,5710232,-5.17813057341118,-10.4261844037747,1,,0,0,44,73
499,ZTF19acgjojy,5710233,,-3.38420623702327,0,,1,0,2,19
500,ZTF19aaokist,5300501,4.81497003428945,-4.74728252005243,1,,0,0,33,139
501,ZTF19aaokist,5300502,30.2316283157885,33.9488046152552,1,,0,0,29,229
502,ZTF19aaokist,5300503,-6.62123853301699,9.241605004810255,-1,,0,0,11,40
503,ZTF19aaokist,5310811,0.7908882339186315,5.8145534486284,1,,0,0,34,133
504,ZTF19aaokist,5310812,-7.32465896356678,-11.26161601170155,1,,0,0,51,176
505,ZTF19aaokist,5310813,-9.32329435755076,17.2411019326586,-1,,0,0,13,45
506,ZTF19accjfgv,8590721,0.11566038253068761,3.20069787415356,1,,0,0,124,47
507,ZTF19accjfgv,8590722,-3.788149284260565,4.64601028132288,1,,0,0,136,53
508,ZTF19accjfgv,8590723,39.40276303296095,-13.5833697352531,-1,,0,0,4,26
509,ZTF19accjfgv,18691521,,-168.23664772756098,0,,1,0,0,4
510,ZTF19accjfgv,18691522,-298.731743453879,,0,,0,1,9,0
511,ZTF19abjslyw,7191321,-0.139684752362775,-78.884047401696,-1,,0,0,334,176
512,ZTF19abjslyw,7191322,0.331354058404675,-69.3471000524017,-1,,0,0,315,197
513,ZTF19abjslyw,7191323,-4.1147177561567645,-86.55389256201495,-1,,0,0,32,56
514,ZTF19abjslyw,17580601,7.206334455217495,-49.91734860559502,1,,0,0,8,4
515,ZTF19abgndlf,8640411,13.4405491940421,5.86295136510964,-1,,0,0,229,119
516,ZTF19abgndlf,8640412,2.20676958290347,-6.93302649677518,-1,,0,0,194,119
517,ZTF19abgndlf,8640413,8.39364030494583,7.72448205163004,1,,0,0,23,57
518,ZTF19abgndlf,18751222,,17.67452133648353,0,,1,0,0,4
519,ZTF19aapvhhp,6730921,,,0,,1,1,0,0
520,ZTF19aapvhhp,6730922,-1.72790078105083,-8.354403329869305,1,,0,0,37,270
521,ZTF19aapvhhp,16711501,-13.0219276865983,16.3434109349502,1,,0,0,3,5
522,ZTF19aapvhhp,16711502,-6.90200722696116,-11.59261322892215,1,,0,0,5,8
523,ZTF19aapvhhp,16711503,,,0,,1,1,0,2
524,ZTF19aapvhhp,17150121,-33.254107783549,,0,,0,1,3,2
525,ZTF19aapvhhp,17150122,-18.3408181802129,-33.95991261803805,1,,0,0,6,4
526,ZTF19aamkywr,4831311,24.9420252399625,-58.995027557566004,-1,,0,0,41,82
527,ZTF19aamkywr,4831312,-29.1557835694646,-19.512385344129648,1,,0,0,35,370
528,ZTF19aansyyn,7190101,0.543134622768738,2.170551667245595,1,,0,0,235,184
529,ZTF19aansyyn,7190102,12.0127071166981,8.49543477997669,1,,0,0,225,199
530,ZTF19aansyyn,7190103,0.565318436154931,-5.250242153836605,1,,0,0,21,56
531,ZTF19aansyyn,17181021,-108.733694329366,-127.7874062992955,1,,0,0,3,6
532,ZTF19aansyyn,17181022,,-104.2577023166495,0,,1,0,2,10
533,ZTF19aaocbes,8501531,1.20891089035047,3.6185182035115897,1,,0,0,45,192
534,ZTF19aaocbes,8501532,4.447957377245065,-12.2833572599268,-1,,0,0,46,187
535,ZTF19aaocbes,18770602,-45.1342613095537,-57.5643881558492,1,,0,0,5,35
536,ZTF19aaqxcfs,7510201,-15.50904395975795,-23.3357836760564,-1,,0,0,72,149
537,ZTF19aaqxcfs,7510202,-14.4952372584062,-14.4545006698279,1,,0,0,78,219
538,ZTF19aaqxcfs,7510203,-1.1521192453024502,-12.126696604731,1,,0,0,4,41
539,ZTF19aaqxcfs,17500911,-40.8847075114968,-43.20353533184705,1,,0,0,8,8
540,ZTF19aaqxcfs,17500912,-8.66715385117241,,0,,0,1,8,0
541,ZTF19acfthre,4480411,-7.08952656433062,2.24146712079725,1,,0,0,88,58
542,ZTF19acfthre,4480412,14.9419394747439,19.611602615778,1,,0,0,101,69
543,ZTF19acfthre,4480413,-13.7696984788987,-14.796010811730799,1,,0,0,14,24
544,ZTF19acfthre,14421211,17.1891475732236,,0,,0,1,5,0
545,ZTF19acfthre,14421212,-13.53433497875357,,0,,0,1,10,0
546,ZTF19aapfnym,2721301,-140.4189705024035,-123.689530396681,1,,0,0,10,27
547,ZTF19aapfnym,2721302,-204.7666497069015,-242.567440290598,-1,,0,0,6,26
548,ZTF19aapfnym,2731611,-193.259278029258,-226.973321051366,-1,,0,0,9,25
549,ZTF19aapfnym,2731612,-316.592715153418,-382.470620677826,-1,,0,0,5,167
550,ZTF19aapfnym,3230421,0.320577312613369,19.9471747604858,-1,,0,0,15,37
551,ZTF19aapfnym,3230422,7.256033395035244,2.096818881371575,1,,0,0,16,182
552,ZTF19aanfqug,5201131,6.17263280954519,5.317105713015335,1,,0,0,23,42
553,ZTF19aanfqug,5201132,-0.898795852762086,0.783245336636656,1,,0,0,25,127
554,ZTF19aanfqug,5201133,,-0.9060675951074366,0,,1,0,0,28
555,ZTF19aanfqug,15660332,,,0,,1,1,0,2
556,ZTF19aayxlma,6811421,0.09690488591387666,7.165719022137055,1,,0,0,450,14
557,ZTF19aayxlma,6811422,-3.547663959705175,1.89011655416446,1,,0,0,448,11
558,ZTF19aayxlma,6811423,-9.92065964651194,,0,,0,1,31,0
559,ZTF19aayxlma,17220501,-802.9987069076835,,0,,0,1,6,2
560,ZTF19aayxlma,17220502,-912.524205902897,,0,,0,1,17,0
561,ZTF19aayxlma,17230811,,,0,,1,1,2,0
562,ZTF19aayxlma,17230812,-1337.188362064725,,0,long rise,0,1,16,0
563,ZTF19abjioie,7240721,-11.74111481170605,-14.05214975289385,1,,0,0,460,312
564,ZTF19abjioie,7240722,5.78897102642017,8.285752991161129,1,,0,0,477,312
565,ZTF19abjioie,7240723,5.71864449622491,3.44544202843861,1,,0,0,33,56
566,ZTF19abjioie,17221331,,,0,,1,1,2,0
567,ZTF19abjioie,17221332,-26.25898302512635,,0,,0,1,18,2
568,ZTF19abjioie,17231621,-24.215960695353402,,0,,0,1,6,2
569,ZTF19abjioie,17231622,-46.4426542122127,,0,,0,1,17,0
570,ZTF19acftfav,5990321,-0.039595257536906,-1.11315715395322,1,,0,0,124,85
571,ZTF19acftfav,5990322,-7.72622170856342,5.838508057409305,-1,,0,0,147,86
572,ZTF19acftfav,5990323,-18.6064341676927,2.41682781899566,-1,,0,0,22,33
573,ZTF19acftfav,15951121,5.470926561086646,,0,,0,1,18,0
574,ZTF19acftfav,15951122,-15.9831003219471,,0,,0,1,29,0
575,ZTF19aailqli,7910311,13.7762391213436,5.79150250187366,-1,,0,0,169,179
576,ZTF19aailqli,7910312,-7.1757169405778,-14.4208790378148,-1,,0,0,157,164
577,ZTF19aailqli,7910313,-26.3432047921216,-8.078181196733455,-1,,0,0,17,46
578,ZTF19aailqli,17931002,,-220.7554497257855,0,,1,0,2,4
579,ZTF19abpvbzf,3880331,-4.7991984330417345,18.783362993725902,-1,,0,0,38,54
580,ZTF19abpvbzf,3880332,-0.376920990178893,-3.37945548852016,1,,0,0,69,285
581,ZTF19abpvbzf,3880333,,-5.037466339159268,0,,1,0,0,6
582,ZTF19abnimpq,6520301,2.42844334425324,-9.52313931574927,-1,,0,0,101,41
583,ZTF19abnimpq,6520302,4.98959341037526,13.734074500397352,1,,0,0,121,106
584,ZTF19abnimpq,6520303,,-7.05075495138037,0,,1,0,0,27
585,ZTF19aanuuen,4811601,7.40420555001035,27.7884908686566,-1,,0,0,27,95
586,ZTF19aanuuen,4811602,-1.0005715235795605,30.7345089934848,-1,,0,0,52,289
587,ZTF19aanuuen,4811603,-19.4740752428961,3.06444505263078,1,,0,0,13,39
588,ZTF19aanuuen,5320231,-3.41385191570848,8.941429776944675,-1,,0,0,27,122
589,ZTF19aanuuen,5320232,-2.6647876864943303,19.9653087981749,-1,,0,0,52,212
590,ZTF19aanuuen,5320233,-0.26164673537328,37.462617432581,-1,,0,0,19,53
591,ZTF19aalzmiu,7211031,-5.61109090118429,-4.02249583105412,1,,0,0,271,317
592,ZTF19aalzmiu,7211032,-5.21887398287594,-6.25902291849821,1,,0,0,327,307
593,ZTF19aalzmiu,7211033,-14.107336433711101,-12.62877350190315,1,,0,0,24,54
594,ZTF19aalzmiu,17600322,,-70.7489778697205,0,,1,0,2,11
595,ZTF19abnhegb,3451231,10.4168697654038,-3.9763237673658,1,,0,0,71,51
596,ZTF19abnhegb,3451232,-11.07936047951575,-24.9080098579499,1,,0,0,90,65
597,ZTF19abnhegb,3451233,,-120.4289555766975,0,,1,0,0,8
598,ZTF19abnhegb,13890231,-22.6380259394521,,0,,0,1,3,0
599,ZTF19abnhegb,13890232,,-63.4714903836968,0,,1,0,0,5
600,ZTF19abfvovo,7340331,3.546457862347925,15.3049085841818,-1,,0,0,114,109
601,ZTF19abfvovo,7340332,-3.22813973100036,-2.47180745966305,1,,0,0,125,171
602,ZTF19abfvovo,17331121,,,0,,1,1,0,0
603,ZTF19abfvovo,17331122,-200.16615816738602,,0,,0,1,14,0
604,ZTF19abzvvkb,5471111,14.1964884673615,0.722395553824783,-1,,0,0,53,107
605,ZTF19abzvvkb,5471112,5.3319940866266755,4.59359307019024,1,,0,0,70,117
606,ZTF19abzvvkb,5471113,4.34016360824276,-6.95765298576784,1,,0,0,32,40
607,ZTF19aanesxt,7870621,-4.83489127969295,-2.6558707141693505,1,,0,0,85,20
608,ZTF19aanesxt,7870622,-7.95304708614811,-8.57458043139515,1,,0,0,85,20
609,ZTF19aanesxt,7870623,-139.078486620721,-130.32666657521452,1,,0,0,11,4
610,ZTF19aanesxt,17891431,-19.05832067043444,-49.471706190142896,1,,0,0,4,10
611,ZTF19aanesxt,17891432,-640.353595120138,,0,,0,1,5,0
612,ZTF19abpzuzd,5511201,-3.38572435863309,-6.739553898431286,1,,0,0,92,70
613,ZTF19abpzuzd,5511202,4.24022717284252,-8.02422219511097,-1,,0,0,107,73
614,ZTF19abpzuzd,5511203,1.2362992340924852,-11.544724238509005,1,,0,0,18,32
615,ZTF19abpzuzd,15970401,-8.09922024620103,,0,,0,1,32,0
616,ZTF19abpzuzd,15970402,3.57414911804591,,0,,0,1,39,0
617,ZTF19abuayqg,6451011,2.9764053790558647,3.84341222285268,1,,0,0,58,160
618,ZTF19abuayqg,6451012,9.13091131932503,11.0199429052893,1,,0,0,73,245
619,ZTF19abuayqg,6451013,2.62944577198211,0.9393172855228555,1,,0,0,31,30
620,ZTF19abuayqg,16890211,-40.44724207699175,,0,,0,1,24,0
621,ZTF19abuayqg,16890212,-140.409236967971,,0,,0,1,35,0
622,ZTF19aazfvhh,7330231,13.7282758630415,17.843881493259403,1,,0,0,51,146
623,ZTF19aazfvhh,7330232,-2.21162039490452,1.16877391162452,1,,0,0,55,195
624,ZTF19aazfvhh,17321021,-87.9911777312936,,0,,0,1,19,0
625,ZTF19aazfvhh,17321022,-321.1590995218985,,0,,0,1,34,0
626,ZTF19aarfnmb,17601332,,,0,,1,1,,
627,ZTF19aarfnmb,17611632,,,0,,1,1,,
628,ZTF19achagst,7470201,12.51877716923785,13.3011395355017,1,,0,0,112,72
629,ZTF19achagst,7470202,19.8191956497728,6.8647358394118,-1,,0,0,145,146
630,ZTF19achagst,7470203,,28.8108185405503,0,,1,0,0,32
631,ZTF19achagst,17460911,0.10929929502477947,,0,,0,1,12,0
632,ZTF19achagst,17460912,7.764256744585275,,0,,0,1,16,0
633,ZTF19aawwlxc,6781101,0.9105536322935726,-2.57550347856675,1,,0,0,256,131
634,ZTF19aawwlxc,6781102,3.03714115574824,8.3903250098481,1,,0,0,297,147
635,ZTF19aawwlxc,6781103,11.41353911828025,-16.0824014414495,-1,,0,0,24,52
636,ZTF19aalzmmt,5811321,10.7788359349931,-34.40473030045935,-1,,0,0,41,158
637,ZTF19aalzmmt,5811322,-5.91619059246791,-31.5866146541916,-1,,0,0,46,282
638,ZTF19aalzmmt,5811323,-6.0220933645671195,-28.8837709031433,-1,,0,0,12,57
639,ZTF19aalzmmt,16270831,,,0,,1,1,0,2
640,ZTF19aalzmmt,16270832,,-289.131948936901,0,,1,0,0,3
641,ZTF19aapafit,7610521,-4.78004109390253,-3.7961565664151,1,,0,0,367,204
642,ZTF19aapafit,7610522,6.84422207522055,13.964429663157,-1,,0,0,381,201
643,ZTF19aapafit,7610523,10.0759853400425,11.0693277013651,1,,0,0,25,60
644,ZTF19aabvfwn,4140211,-17.45405215862185,8.65719665081004,1,,0,0,12,115
645,ZTF19aabvfwn,4140212,-2.1841337315566,-9.9489514819263,1,,0,0,7,137
